apo_name,holo_name,holo_chain,apo_chain,ligand,ligand_atom_count,loop_per,holo_count
1H9Q,1i9l,A,A,INV,21,49.63325183374083,384
1H9Q,4ruz,A,A,3W8,25,46.64804469273743,384
1H9Q,4ruy,A,A,3W6,28,46.28099173553719,384
1H9Q,4q8y,A,A,HQT,12,48.49315068493151,384
1H9Q,4q6e,A,A,KR5,22,48.08612440191388,384
1H9Q,1bnu,A,A,AL3,22,45.539906103286384,384
1H9Q,4kni,A,A,E1E,23,43.125,384
1H9Q,4jsz,A,A,FB2,10,60.67961165048544,384
1H9Q,1zge,A,A,SDA,13,50.125313283208015,384
1H9Q,5tya,A,A,7QS,13,48.06629834254144,384
1H9Q,1bn1,A,A,AL5,21,44.69387755102041,384
1H9Q,5gmn,A,A,949,25,41.810344827586206,384
1H9Q,3v7x,A,A,D7A,25,44.612068965517246,384
1H9Q,5llg,A,A,VD9,14,47.01086956521739,384
1H9Q,1zsb,A,A,AZM,13,45.95238095238095,384
1H9Q,6rvl,A,A,KKE,21,46.954314720812185,384
1H9Q,3ml2,A,A,SU0,42,45.52683896620278,384
1H9Q,3s76,A,A,EVH,9,52.5,384
1H9Q,3oyq,A,A,OYQ,19,48.51258581235698,384
1H9Q,2fov,A,A,B30,25,51.417004048583,384
1H9Q,5wg7,A,A,AUD,15,43.85964912280701,384
1H9Q,3t82,A,A,SG4,22,45.17453798767967,384
1H9Q,3sax,A,A,E50,23,47.266313932980594,384
1H9Q,3igp,A,A,DT7,18,45.93967517401392,384
1H9Q,2f14,A,A,FL1,41,47.02127659574468,384
1H9Q,6h3q,A,A,FMH,17,46.59400544959128,384
1H9Q,3oim,A,A,VZ5,26,48.80174291938998,384
1H9Q,5fng,A,A,YIE,13,46.96569920844328,384
1H9Q,5th4,A,A,BEW,8,51.14942528735632,384
1H9Q,6d1m,A,A,FQY,17,49.21465968586388,384
1H9Q,5o07,A,A,1VQ,16,48.18652849740933,384
1H9Q,4q90,A,A,MBO,10,49.51768488745981,384
1H9Q,5ty1,A,A,7QV,17,47.35449735449736,384
1H9Q,2osf,A,A,S24,12,50.37037037037037,384
1H9Q,5n0e,A,A,8F3,30,48.30097087378641,384
1H9Q,1kwr,A,A,SG2,15,44.07582938388626,384
1H9Q,3mhm,A,A,J75,29,43.333333333333336,384
1H9Q,2pov,A,A,I7B,16,46.59340659340659,384
1H9Q,2q38,A,A,LSA,12,47.30392156862745,384
1H9Q,3s71,B,A,EVD,13,50.480769230769226,384
1H9Q,2nns,A,A,M25,16,50.0,384
1H9Q,4q7v,A,A,MBO,10,51.07033639143731,384
1H9Q,4qiy,A,A,WWX,35,41.366401497426295,384
1H9Q,6qfx,A,A,JR3,36,40.64516129032258,384
1H9Q,6hx5,A,A,GXE,7,47.01986754966888,384
1H9Q,1if8,A,A,SBS,26,49.184149184149184,384
1H9Q,1i9n,A,A,IOA,22,50.1187648456057,384
1H9Q,1i9q,A,A,IOF,23,48.6873508353222,384
1H9Q,5ljt,A,A,A6N,37,47.85276073619632,384
1H9Q,5thn,A,A,CIT,13,53.98230088495575,384
1H9Q,2h4n,A,A,AZM,13,47.8908188585608,384
1H9Q,3m3x,A,A,JS7,24,49.671772428884026,384
1H9Q,4zwy,A,A,4SN,31,48.80694143167028,384
1H9Q,1bnw,A,A,TPD,19,45.68421052631579,384
1H9Q,1i9p,A,A,IOE,23,45.08928571428572,384
1H9Q,3mnu,A,A,BON,20,43.897216274089935,384
1H9Q,1z9y,A,A,FUN,21,44.52054794520548,384
1H9Q,3t84,A,A,SG6,19,45.06172839506173,384
1H9Q,4yx4,A,A,MBO,10,47.88732394366197,384
1H9Q,1g48,A,A,F6B,22,46.741573033707866,384
1H9Q,5nya,A,A,FB2,10,47.22222222222222,384
1H9Q,1cim,A,A,PTS,17,87.5609756097561,384
1H9Q,2wej,A,A,FB2,10,50.256410256410255,384
1H9Q,2osm,A,A,HTS,8,51.813471502590666,384
1H9Q,2nng,A,A,ZYX,13,47.58269720101781,384
1H9Q,1g45,A,A,FSB,21,48.97959183673469,384
1H9Q,3t83,A,A,SG5,28,43.41085271317829,384
1H9Q,5nxv,A,A,9E2,24,45.78313253012048,384
1H9Q,3p3h,A,A,84A,26,46.50655021834061,384
1H9Q,4jsa,A,A,MBO,10,46.59400544959128,384
1H9Q,4bf1,A,A,9FK,24,48.55769230769231,384
1H9Q,5flq,A,A,IO2,18,46.927374301675975,384
1H9Q,4qjm,A,A,V1F,32,40.98712446351932,384
1H9Q,1i9o,A,A,IOC,23,49.1764705882353,384
1H9Q,4q8x,A,A,7FH,12,46.93251533742331,384
1H9Q,1g52,A,A,F2B,22,47.66355140186916,384
1H9Q,5ny3,A,A,9E8,23,47.02970297029702,384
1H9Q,4r5b,A,A,3J4,24,43.82566585956417,384
1H9Q,3bet,A,A,CTF,28,44.42013129102845,384
1H9Q,5u0e,A,A,7R4,14,47.45762711864407,384
1H9Q,2pou,A,A,I7A,16,47.18614718614719,384
1H9Q,6rw1,A,A,KL5,22,47.93814432989691,384
1H9Q,1bnv,A,A,AL7,25,45.911949685534594,384
1H9Q,3oku,A,A,VZ4,26,48.38709677419355,384
1H9Q,4itp,A,A,1GD,21,44.2159383033419,384
1H9Q,3mhi,A,A,J90,22,49.34782608695652,384
1H9Q,3m5e,A,A,JDR,23,44.44444444444444,384
1H9Q,3vbd,A,A,0FZ,22,45.47368421052632,384
1H9Q,3v5g,A,A,0F3,15,50.36496350364964,384
1H9Q,5nxw,A,A,RA9,21,44.11027568922306,384
1H9Q,3p58,A,A,P58,12,46.085011185682326,384
1H9Q,6odz,A,A,M8J,25,41.61073825503356,384
1H9Q,3nb5,A,A,R21,24,46.3519313304721,384
1H9Q,4rfd,A,A,3O5,16,69.17960088691795,384
1H9Q,1h4n,A,A,TRS,8,49.24242424242424,384
1H9Q,4e3g,A,A,MBO,10,48.50498338870432,384
1H9Q,1g46,A,A,F2B,22,48.49884526558891,384
1H9Q,3m1k,A,A,BE7,10,52.04081632653062,384
1H9Q,1i91,A,A,INQ,29,45.27896995708154,384
1H9Q,1cny,A,A,EG3,33,45.011600928074245,384
1H9Q,4q87,A,A,4FH,12,50.282485875706215,384
1H9Q,4yyt,A,A,S2O,13,48.34254143646409,384
1H9Q,1ydb,A,A,AZM,13,48.507462686567166,384
1H9Q,4zx0,A,A,5L2,31,47.956989247311824,384
1H9Q,2nnv,A,A,M29,17,47.477064220183486,384
1H9Q,6oe0,A,A,M8S,27,44.23868312757202,384
1H9Q,1cin,A,A,MTS,18,88.64734299516908,384
1H9Q,5fni,A,A,YIH,15,45.22613065326633,384
1H9Q,3f8e,A,A,TE1,20,34.300791556728235,384
1H9Q,6ceh,A,A,EZ1,14,46.49859943977591,384
1H9Q,5u0f,A,A,7R1,18,48.48484848484848,384
1H9Q,4qy3,A,A,3G1,18,93.02325581395348,384
1H9Q,5n1s,A,A,8GE,19,49.75247524752475,384
1H9Q,6bbs,A,A,BZ1,43,46.50537634408602,384
1H9Q,5wlt,A,A,86B,19,45.501285347043705,384
1H9Q,2x7t,A,A,WZB,30,46.017699115044245,384
1H9Q,5sz3,A,A,72H,32,48.03921568627451,384
1H9Q,3d8w,A,A,D8W,19,45.88235294117647,384
1H9Q,5drs,A,A,5EF,29,44.0251572327044,384
1H9Q,3hs4,A,A,AZM,13,46.71361502347418,384
1H9Q,5ljq,A,A,ANV,37,46.420824295010846,384
1H9Q,4q81,A,A,7MH,10,49.71428571428572,384
1H9Q,1eou,A,A,SMS,22,44.32314410480349,384
1H9Q,1oq5,A,A,CEL,26,39.1812865497076,384
1H9Q,3b4f,A,A,TUO,23,50.20746887966805,384
1H9Q,4jss,A,A,MBO,10,46.13333333333333,384
1H9Q,2ez7,A,A,DHI,11,55.13307984790875,384
1H9Q,3s73,B,A,EVF,13,49.25,384
1H9Q,1bn4,A,A,AL9,22,44.354838709677416,384
1H9Q,3ryj,B,A,RYJ,18,48.79120879120879,384
1H9Q,5nxp,A,A,9DH,22,48.063781321184514,384
1H9Q,6g6t,A,A,ENN,19,50.0,384
1H9Q,1cil,A,A,ETS,19,87.32394366197182,384
1H9Q,5ny1,A,A,9E5,26,49.65034965034965,384
1H9Q,3ryv,B,A,RYV,15,46.10091743119266,384
1H9Q,4rux,A,A,3W3,26,46.84931506849316,384
1H9Q,6h33,A,A,FKQ,25,46.82352941176471,384
1H9Q,5nxi,A,A,9DE,21,46.228710462287104,384
1H9Q,4yxu,A,A,4JE,13,57.38636363636363,384
1H9Q,6h2z,A,A,FKE,24,45.80152671755725,384
1H9Q,3n0n,A,A,P9B,32,48.17658349328215,384
1H9Q,3rj7,A,A,RCS,26,44.396551724137936,384
1H9Q,5wex,A,A,8JS,21,47.56756756756757,384
1H9Q,3s74,B,A,03T,13,43.42857142857143,384
1H9Q,5ty8,A,A,7Q1,13,51.540616246498594,384
1H9Q,5vgy,A,A,9AA,19,49.86595174262735,384
1H9Q,5ny6,A,A,9EB,23,19.642857142857142,384
1H9Q,6h34,A,A,FKK,26,48.52941176470589,384
1H9Q,3ffp,X,A,LC1,18,49.32432432432432,384
1H9Q,1ydd,A,A,AZM,13,48.02955665024631,384
1H9Q,5ehv,A,A,5ON,23,50.27624309392266,384
1H9Q,5fdc,A,A,5WN,15,47.04225352112676,384
1H9Q,4knj,A,A,E1F,21,46.50112866817156,384
1H9Q,5fls,A,A,6ZX,13,53.103448275862064,384
1H9Q,2hl4,A,A,BO1,22,44.58077709611453,384
1H9Q,1cnw,A,A,EG1,26,46.66666666666666,384
1H9Q,4m2r,A,A,BZ1,23,46.516007532956685,384
1H9Q,5n0d,A,A,8F2,30,50.77605321507761,384
1H9Q,5ti0,A,A,7CZ,9,52.69461077844312,384
1H9Q,1xpz,A,A,4TZ,26,48.13186813186813,384
1H9Q,6ugn,A,A,Q77,24,46.65226781857452,384
1H9Q,3zp9,A,A,9TH,39,43.656716417910445,384
1H9Q,4mlx,A,A,MBO,10,52.25225225225225,384
1H9Q,3hkn,A,A,Z3K,24,41.74573055028464,384
1H9Q,3ibl,A,A,O59,18,48.55875831485588,384
1H9Q,1if7,A,A,SBR,26,44.14414414414414,384
1H9Q,5amg,A,A,IW7,22,45.30892448512586,384
1H9Q,1bcd,A,A,FMS,8,49.87775061124695,384
1H9Q,6uh0,A,A,PX7,21,50.21929824561403,384
1H9Q,6qfw,A,A,JR8,35,40.43010752688172,384
1H9Q,1i9m,A,A,INW,22,48.45605700712589,384
1H9Q,5sz2,A,A,72G,29,59.523809523809526,384
1H9Q,5tfx,A,A,7B1,22,40.49217002237137,384
1H9Q,2hoc,A,A,1CN,22,46.7948717948718,384
1H9Q,3oys,A,A,OYS,20,47.980997624703086,384
1H9Q,3cyu,A,A,0CR,103,45.2431289640592,384
1H9Q,3s75,B,A,EVG,9,47.42268041237113,384
1H9Q,3mhl,A,A,J71,23,42.49471458773784,384
1H9Q,4z1k,A,A,4KB,24,44.27860696517413,384
1H9Q,4rfc,A,A,3O1,23,44.5,384
1H9Q,4m2u,A,A,ETS,19,47.59036144578313,384
1H9Q,3ibi,A,A,BOW,13,48.5781990521327,384
1H9Q,6pgx,A,A,OJ4,31,29.2,384
1H9Q,3ryx,B,A,RYX,21,48.0,384
1H9Q,3hkt,A,A,1SD,15,44.226579520697165,384
1H9Q,5flt,A,A,VJJ,16,50.35460992907801,384
1H9Q,5ehe,A,A,WWO,27,43.80165289256198,384
1H9Q,4e3f,A,A,GRE,11,46.749226006191954,384
1H9Q,1bnq,A,A,AL4,22,45.93967517401392,384
1H9Q,3m96,A,A,E38,25,44.65408805031446,384
1H9Q,3d9z,A,A,D9Z,16,44.66501240694789,384
1H9Q,3rz1,B,A,RZ1,27,45.38152610441767,384
1H9Q,5ekj,A,A,TG4,21,46.96969696969697,384
1H9Q,2nno,A,A,M28,15,47.34299516908212,384
1H9Q,6qfv,A,A,J0N,33,44.820717131474105,384
1H9Q,2x7s,A,A,WZC,26,47.99054373522459,384
1H9Q,3dd8,A,A,2C7,24,49.63855421686747,384
1H9Q,6ic2,A,A,BBJ,25,40.63205417607224,384
1H9Q,5fnj,A,A,YI6,13,44.91725768321513,384
1H9Q,3p55,A,A,670,26,45.3514739229025,384
1H9Q,3p44,A,A,067,26,46.37002341920375,384
1H9Q,5nee,A,A,8V5,22,40.54054054054054,384
1H9Q,5byi,A,A,4WA,19,46.73629242819843,384
1H9Q,1kwq,A,A,SG1,19,51.44927536231884,384
1H9Q,3dd0,A,A,EZL,16,49.01960784313725,384
1H9Q,5e28,A,A,BC5,17,48.06629834254144,384
1H9Q,3k2f,A,A,NKX,33,44.083969465648856,384
1H9Q,5ehw,A,A,5OO,13,46.24624624624624,384
1H9Q,3t5u,A,A,A09,11,47.18826405867971,384
1H9Q,1g4j,A,A,FFB,25,48.30699774266365,384
1H9Q,3mhc,A,A,ARZ,22,45.35637149028078,384
1H9Q,4g0c,A,A,AZM,18,44.66501240694789,384
1H9Q,4lp6,A,A,Q4I,97,43.291139240506325,384
1H9Q,1a42,A,A,BZU,23,45.27027027027027,384
1H9Q,5eh8,A,A,5O6,14,54.54545454545454,384
1H9Q,3rz8,A,A,RZ8,19,44.81327800829876,384
1H9Q,1bn3,A,A,AL6,23,44.153225806451616,384
1H9Q,5nxg,A,A,RA1,23,45.5607476635514,384
1H9Q,6eda,A,A,J3V,28,44.03669724770643,384
1H9Q,2aw1,A,A,COX,22,45.23809523809524,384
1H9Q,2hd6,A,A,BOS,20,45.74209245742093,384
1H9Q,6rvf,A,A,KKH,21,48.30287206266319,384
1H9Q,1xq0,A,A,4TR,27,41.76954732510288,384
1H9Q,6oe1,A,A,M8V,26,44.75982532751092,384
1H9Q,5j8z,A,A,FC4,32,42.82560706401766,384
1H9Q,5eh5,A,A,XCZ,11,47.63231197771588,384
1H9Q,5txy,A,A,7Q1,13,53.2967032967033,384
1H9Q,1bnt,A,A,AL2,24,43.31797235023041,384
1H9Q,3sap,A,A,E2I,24,46.82713347921225,384
1H9Q,2wd3,A,A,MS4,26,55.62248995983936,384
1H9Q,5u0g,A,A,7QY,18,50.67750677506775,384
1H9Q,4qtl,A,A,WWO,27,42.5925925925926,384
1H9Q,5doh,A,A,5DU,27,51.51793928242871,384
1H9Q,3n4b,A,A,WWZ,32,47.80876494023904,384
1H9Q,3ryy,A,A,RYY,16,48.21428571428572,384
1H9Q,5ekm,A,A,TG5,19,42.725173210161664,384
1H9Q,4z1e,A,A,DF5,24,45.06666666666666,384
1H9Q,4e49,A,A,MBO,10,49.30362116991643,384
1H9Q,3s72,B,A,EVE,13,51.67958656330749,384
1H9Q,3sbh,A,A,E65,22,47.4537037037037,384
1H9Q,6bc9,A,A,ETS,35,50.89514066496164,384
1H9Q,6equ,A,A,BVE,36,51.57232704402516,384
1H9Q,2h15,A,A,B19,22,44.42105263157895,384
1H9Q,3bl1,A,A,BL1,24,46.59340659340659,384
1H9Q,4ht0,A,A,V50,23,47.368421052631575,384
1H9Q,4yxo,A,A,4JC,12,41.66666666666667,384
1H9Q,6hzx,A,A,6H0,28,43.50797266514807,384
1H9Q,3hku,A,A,TOR,22,49.26624737945493,384
1H9Q,3p5l,A,A,IT5,17,47.55244755244755,384
1H9Q,6ugr,A,A,Q71,18,46.895074946466806,384
1H9Q,4q7s,A,A,MBO,10,51.632047477744806,384
1H9Q,5eij,A,A,5OT,21,45.93175853018373,384
1H9Q,5n24,A,A,8HE,18,48.79356568364612,384
1H9Q,6d1l,A,A,FQV,15,47.277227722772274,384
1H9Q,4z1n,A,A,4KD,22,46.437994722955146,384
1H9Q,5n25,A,A,8HK,16,48.78048780487805,384
1H9Q,4q83,A,A,3FH,12,47.8021978021978,384
1H9Q,5u0d,A,A,7R7,17,49.59568733153639,384
1H9Q,1zfq,A,A,ZEC,14,47.73869346733669,384
1H9Q,3p4v,A,A,PMX,22,41.38755980861244,384
1H9Q,4e3h,A,A,MBO,10,42.00626959247649,384
1H9Q,5flo,A,A,J4K,14,46.53465346534654,384
1H9Q,5ll4,A,A,6YH,22,49.40047961630695,384
1H9Q,3rz5,A,A,RZ5,18,43.735763097949885,384
1H9Q,5llh,A,A,V49,24,47.31457800511509,384
1H9Q,2pow,A,A,I7C,19,45.43478260869565,384
1H9Q,5wlv,A,A,42G,30,42.16867469879519,384
1H9Q,1i8z,A,A,INL,30,43.90243902439025,384
1HAN,1lgt,A,A,BP3,15,35.35620052770449,2
1HAN,1kmy,A,A,BPY,14,40.61696658097687,2
1HAX,1qr3,E,B,TYJ,14,56.09243697478992,19
1HAX,1elb,A,B,0Z4,33,58.44155844155844,19
1HAX,1e37,B,B,TPY,23,52.73224043715848,19
1HAX,1gvk,B,B,ACE,6,62.98568507157464,19
1HAX,1inc,A,B,ICL,24,62.90726817042607,19
1HAX,1bma,A,B,0QH,37,58.48623853211009,19
1HAX,1eas,A,B,TFK,33,62.69035532994924,19
1HAX,1h9l,B,B,,0,55.91133004926109,19
1HAX,1ela,A,B,0Z1,32,59.452736318407965,19
1HAX,1okx,A,B,SUJ,15,56.57142857142857,19
1HAX,4est,E,B,PEA,9,47.139588100686495,19
1HAX,4gvu,A,B,YNM,13,55.33596837944664,19
1HAX,2cv3,A,B,,0,57.49063670411984,19
1HAX,1ele,E,B,0QN,29,56.88775510204081,19
1HAX,1e34,B,B,TPX,21,55.33707865168539,19
1HAX,1elc,A,B,0Z3,36,57.81990521327014,19
1HAX,1eld,E,B,0Z0,33,62.34413965087282,19
1HAX,1eat,A,B,TFI,33,65.5860349127182,19
1HAX,5est,E,B,0P2,23,56.62337662337662,19
1HCG,2bqw,B,A,IIE,32,67.28395061728395,94
1HCG,1mq5,A,A,XLC,34,64.63654223968565,94
1HCG,3m36,A,A,M35,37,71.42857142857143,94
1HCG,2jkh,A,A,BI7,31,64.87985212569316,94
1HCG,2xbx,A,A,RR8,36,67.30401529636711,94
1HCG,2j34,A,A,GS6,30,65.24663677130044,94
1HCG,1nfu,A,A,RRP,30,67.21991701244814,94
1HCG,1lpg,B,A,IMA,41,76.48261758691206,94
1HCG,1mq6,A,A,XLD,36,64.07766990291263,94
1HCG,2y5g,A,A,FJD,59,59.25925925925925,94
1HCG,1lpk,B,A,CBB,32,75.79617834394905,94
1HCG,3kqb,A,A,LGJ,41,73.34630350194551,94
1HCG,2vwo,A,A,LZG,33,68.42105263157895,94
1HCG,2bmg,B,A,I1H,35,67.01461377870564,94
1HCG,2vwn,A,A,H25,33,66.78507992895204,94
1HCG,4a7i,B,A,A7I,24,66.4367816091954,94
1HCG,3k9x,B,A,MBM,38,68.99918633034989,94
1HCG,1ezq,A,A,RPR,34,72.36842105263158,94
1HCG,2y7z,A,A,C0Z,33,68.45360824742268,94
1HCG,2y82,A,A,930,33,68.67219917012449,94
1HCG,1fax,A,A,DX9,39,76.23400365630712,94
1HCG,1v3x,A,A,D76,35,64.28571428571429,94
1HCG,2fzz,A,A,5QC,43,72.0164609053498,94
1HCG,2bq6,B,A,IIB,36,67.52136752136752,94
1HCG,2ra0,A,A,JNJ,39,72.81368821292776,94
1HCG,3kqc,A,A,LGK,42,72.5,94
1HCG,3cen,A,A,FXA,33,64.44007858546169,94
1HCG,1xka,C,A,4PP,29,72.98311444652909,94
1HCG,1fjs,A,A,Z34,38,71.92307692307692,94
1HCG,2j94,A,A,G15,31,66.32860040567951,94
1HCG,3liw,A,A,RUP,36,75.93818984547461,94
1HCG,3ens,B,A,ENS,36,69.6843853820598,94
1HCG,3ffg,A,A,FFG,45,73.15315315315316,94
1HCG,2y81,A,A,931,33,67.89366053169734,94
1HCG,2uwp,A,A,894,28,66.74057649667405,94
1HCG,5k0h,A,A,6PK,38,74.34782608695653,94
1HCG,2vwl,A,A,LZH,34,69.24528301886792,94
1HCG,2w3i,A,A,L1C,40,67.59656652360515,94
1HCG,2vwm,A,A,LZI,39,64.67289719626169,94
1HCG,3kqe,A,A,LGM,41,72.90836653386454,94
1HCG,3sw2,B,A,FI1,39,71.40151515151516,94
1HCG,3q3k,A,A,D90,32,63.85542168674698,94
1HCG,2xc0,A,A,8NC,38,66.09848484848484,94
1HCG,4y79,A,A,4O6,29,65.88785046728972,94
1HCG,1nfy,A,A,RTR,30,66.38655462184873,94
1HCG,4bti,F,A,7R9,42,61.80698151950719,94
1HCG,3iit,A,A,D14,32,65.29080675422139,94
1HCG,1g2m,A,A,R11,32,71.8676122931442,94
1HCG,3kqd,A,A,LGL,44,73.83367139959432,94
1HCG,2g00,A,A,4QC,39,68.7984496124031,94
1HCG,2bq7,B,A,IID,30,75.33039647577093,94
1HCG,2ei6,A,A,D92,32,64.37246963562752,94
1HCG,3cs7,A,A,LG0,37,64.53488372093024,94
1HCG,2j4i,A,A,GSJ,36,66.73511293634496,94
1HCG,2p16,A,A,GG2,34,66.40159045725646,94
1HCG,2p95,A,A,ME5,30,64.18786692759295,94
1HCG,2w3k,A,A,L1D,39,67.81857451403887,94
1HCG,2vh0,A,A,GSI,34,66.24737945492663,94
1HCG,2vvu,A,A,H22,32,68.26003824091778,94
1HCG,2xbv,A,A,XBV,36,69.63636363636364,94
1HCG,4btu,B,A,6XS,39,61.48936170212767,94
1HCG,1f0r,A,A,815,31,73.01980198019803,94
1HCG,1ksn,A,A,FXV,33,72.22222222222221,94
1HCG,3kl6,A,A,443,32,69.3516699410609,94
1HCG,2j95,A,A,GSX,31,67.75599128540306,94
1HCG,1nfx,A,A,RDR,33,65.52462526766595,94
1HCG,2y5h,A,A,Y5H,59,59.31623931623932,94
1HCG,2xc4,A,A,IVK,37,64.8854961832061,94
1HCG,1wu1,A,A,D91,33,60.75949367088608,94
1HCG,2vh6,A,A,GSV,35,66.10526315789474,94
1HCG,2xbw,A,A,455,36,64.41947565543072,94
1HCG,3hpt,B,A,YET,32,70.85761865112407,94
1HCG,2p93,A,A,ME1,27,64.05622489959839,94
1HCG,1z6e,A,A,IK8,38,71.60940325497288,94
1HCG,2uwl,A,A,895,28,65.87982832618026,94
1HCG,2y5f,A,A,XWG,66,63.18327974276527,94
1HCG,2vvv,A,A,H21,32,64.31451612903226,94
1HCG,2phb,A,A,230,34,71.07061503416855,94
1HCG,2y80,A,A,439,33,67.85714285714286,94
1HCG,1lpz,B,A,CMB,32,74.49392712550608,94
1HCG,1f0s,A,A,PR2,29,73.90180878552972,94
1HCG,2p94,A,A,ME4,35,66.53465346534654,94
1HCG,2vvc,A,A,LZF,34,64.62841015992474,94
1HCG,2uwo,A,A,701,29,68.72427983539094,94
1HCG,2boh,B,A,IIA,33,66.2,94
1HCG,4btt,F,A,VYR,42,62.21105527638191,94
1HCG,1nfw,A,A,RRR,28,68.62745098039215,94
1HCG,2y7x,A,A,MZA,32,67.21991701244814,94
1HCG,3m37,A,A,M37,37,70.76612903225806,94
1HCG,2cji,A,A,GSK,31,67.58620689655173,94
1HCG,1g2l,A,A,T87,39,71.00213219616205,94
1HCG,2q1j,A,A,FXI,38,67.94871794871796,94
1HCG,1lqd,B,A,CMI,32,73.5655737704918,94
1HCG,2w26,A,A,RIV,29,66.13636363636364,94
1HD8,1z6f,A,A,BO9,41,47.65625,1
1HEA,4q99,A,A,MBO,10,50.31446540880504,384
1HEA,1bn4,A,A,AL9,22,44.354838709677416,384
1HEA,6rvk,A,A,R29,22,46.01990049751244,384
1HEA,1oq5,A,A,CEL,26,39.1812865497076,384
1HEA,3ryj,B,A,RYJ,18,48.79120879120879,384
1HEA,5n1r,A,A,8GH,22,47.24220623501199,384
1HEA,1cil,A,A,ETS,19,87.32394366197182,384
1HEA,3ryv,B,A,RYV,15,46.10091743119266,384
1HEA,2osf,A,A,S24,12,50.37037037037037,384
1HEA,5fnj,A,A,YI6,13,44.91725768321513,384
1HEA,3bl1,A,A,BL1,24,46.59340659340659,384
1HEA,6odz,A,A,M8J,25,41.61073825503356,384
1HEA,4g0c,A,A,AZM,18,44.66501240694789,384
1HEA,1i91,A,A,INQ,29,45.27896995708154,384
1HEA,5nxp,A,A,9DH,22,48.063781321184514,384
1HEA,3oy0,A,A,OY0,21,49.56140350877193,384
1HEA,6c7x,A,A,EO7,24,45.08009153318078,384
1HEA,6h33,A,A,FKQ,25,46.82352941176471,384
1HEA,4ww6,A,A,3TV,18,47.75,384
1HEA,3m40,A,A,J45,21,43.8388625592417,384
1HEA,3n0n,A,A,P9B,32,48.17658349328215,384
1HEA,6b4d,A,A,53X,34,52.39294710327456,384
1HEA,2qo8,A,A,3CC,23,47.27272727272727,384
1HEA,6rvf,A,A,KKH,21,48.30287206266319,384
1HEA,3b4f,A,A,TUO,23,50.20746887966805,384
1HEA,4q87,A,A,4FH,12,50.282485875706215,384
1HEA,3eft,A,A,3BS,26,42.23194748358862,384
1HEA,1g1d,A,A,FSB,21,48.32535885167464,384
1HEA,1okl,A,A,MNS,17,45.47619047619048,384
1HEA,1ttm,A,A,667,21,47.1563981042654,384
1HEA,1bnn,A,A,AL1,23,44.55645161290322,384
1HEA,5fdc,A,A,5WN,15,47.04225352112676,384
1HEA,5sz3,A,A,72H,32,48.03921568627451,384
1HEA,3s8x,A,A,E59,22,48.99328859060403,384
1HEA,4xe1,A,A,IL5,16,43.98907103825137,384
1HEA,2weh,A,A,FB1,11,48.29268292682927,384
1HEA,4rux,A,A,3W3,26,46.84931506849316,384
1HEA,4q81,A,A,7MH,10,49.71428571428572,384
1HEA,1g53,A,A,F6B,22,47.651006711409394,384
1HEA,5ljq,A,A,ANV,37,46.420824295010846,384
1HEA,5drs,A,A,5EF,29,44.0251572327044,384
1HEA,3hs4,A,A,AZM,13,46.71361502347418,384
1HEA,5n24,A,A,8HE,18,48.79356568364612,384
1HEA,3s72,B,A,EVE,13,51.67958656330749,384
1HEA,4z1e,A,A,DF5,24,45.06666666666666,384
1HEA,4e3d,A,A,GTQ,11,46.440677966101696,384
1HEA,4ruz,A,A,3W8,25,46.64804469273743,384
1HEA,3mho,A,A,J43,22,48.598130841121495,384
1HEA,4bf6,A,A,X0Q,22,45.77114427860697,384
1HEA,6bc9,A,A,ETS,35,50.89514066496164,384
1HEA,3r17,B,A,5UM,20,47.35632183908047,384
1HEA,1eou,A,A,SMS,22,44.32314410480349,384
1HEA,6g3q,A,A,FO9,20,47.40932642487047,384
1HEA,6ic2,A,A,BBJ,25,40.63205417607224,384
1HEA,2nns,A,A,M25,16,50.0,384
1HEA,4yxi,A,A,4J8,11,46.76056338028169,384
1HEA,3s73,B,A,EVF,13,49.25,384
1HEA,5e2s,A,A,5CX,19,49.01477832512315,384
1HEA,3oys,A,A,OYS,20,47.980997624703086,384
1HEA,3m1k,A,A,BE7,10,52.04081632653062,384
1HEA,1bnm,A,A,AL8,25,44.354838709677416,384
1HEA,5fni,A,A,YIH,15,45.22613065326633,384
1HEA,3v5g,A,A,0F3,15,50.36496350364964,384
1HEA,5eh7,A,A,5O5,15,45.58472553699284,384
1HEA,4mlt,A,A,MBO,10,53.5483870967742,384
1HEA,6oe0,A,A,M8S,27,44.23868312757202,384
1HEA,6h2z,A,A,FKE,24,45.80152671755725,384
1HEA,3d8w,A,A,D8W,19,45.88235294117647,384
1HEA,3m67,A,A,E36,28,44.989775051124745,384
1HEA,2nng,A,A,ZYX,13,47.58269720101781,384
1HEA,1cin,A,A,MTS,18,88.64734299516908,384
1HEA,5llc,A,A,V26,26,49.08675799086758,384
1HEA,4q7v,A,A,MBO,10,51.07033639143731,384
1HEA,5thi,A,A,CIT,13,49.29971988795519,384
1HEA,4ruy,A,A,3W6,28,46.28099173553719,384
1HEA,4yyt,A,A,S2O,13,48.34254143646409,384
1HEA,3s74,B,A,03T,13,43.42857142857143,384
1HEA,4zx0,A,A,5L2,31,47.956989247311824,384
1HEA,5n1s,A,A,8GE,19,49.75247524752475,384
1HEA,4pzh,A,A,V13,20,48.27586206896552,384
