holo_name,apo_name,holo_chain,apo_chain,ligand,ligand_atom_count,loop_per,apo_group_id,family50_id
5fng,1CAK,A,A,YIE,13,46.96569920844328,0,0
5fng,12CA,A,A,YIE,13,46.96569920844328,0,0
5fng,1UGD,A,A,YIE,13,46.96569920844328,0,0
5fng,3MNH,A,A,YIE,13,46.96569920844328,0,0
5fng,1CAJ,A,A,YIE,13,46.96569920844328,0,0
5fng,1HED,A,A,YIE,13,46.96569920844328,0,0
5fng,1CNH,A,A,YIE,13,46.96569920844328,0,0
5fng,1UGF,A,A,YIE,13,46.96569920844328,0,0
5fng,2NXR,A,A,YIE,13,46.96569920844328,0,0
5fng,1HEA,A,A,YIE,13,46.96569920844328,0,0
5fng,1CCT,A,A,YIE,13,46.96569920844328,0,0
5fng,1UGB,A,A,YIE,13,46.96569920844328,0,0
5fng,3MNI,A,A,YIE,13,46.96569920844328,0,0
5fng,1CVA,A,A,YIE,13,46.96569920844328,0,0
5fng,1LZV,A,A,YIE,13,46.96569920844328,0,0
5fng,3DVD,A,A,YIE,13,46.96569920844328,0,0
5fng,6CA2,A,A,YIE,13,46.96569920844328,0,0
5fng,1CAL,A,A,YIE,13,46.96569920844328,0,0
5fng,9CA2,A,A,YIE,13,46.96569920844328,0,0
5fng,3MNK,A,A,YIE,13,46.96569920844328,0,0
5fng,1CAI,A,A,YIE,13,46.96569920844328,0,0
5fng,1CNJ,A,A,YIE,13,46.96569920844328,0,0
5fng,1TH9,A,A,YIE,13,46.96569920844328,0,0
5fng,1HEB,A,A,YIE,13,46.96569920844328,0,0
5fng,3DVC,A,A,YIE,13,46.96569920844328,0,0
5fng,1DCA,A,A,YIE,13,46.96569920844328,0,0
5fng,1G3Z,A,A,YIE,13,46.96569920844328,0,0
5fng,3RG4,A,A,YIE,13,46.96569920844328,0,0
5fng,1TG3,A,A,YIE,13,46.96569920844328,0,0
5fng,1H9Q,A,A,YIE,13,46.96569920844328,0,0
5fng,3TVN,A,X,YIE,13,46.96569920844328,0,0
5fng,1CNI,A,A,YIE,13,46.96569920844328,0,0
5fng,1CNG,A,A,YIE,13,46.96569920844328,0,0
5fng,1H9N,A,A,YIE,13,46.96569920844328,0,0
5fng,1BIC,A,A,YIE,13,46.96569920844328,0,0
5fng,1UGE,A,A,YIE,13,46.96569920844328,0,0
5fng,1CCU,A,A,YIE,13,46.96569920844328,0,0
5fng,4QK1,A,A,YIE,13,46.96569920844328,0,0
5fng,4YGJ,A,A,YIE,13,46.96569920844328,0,0
5fng,3RLD,A,A,YIE,13,46.96569920844328,0,0
5fng,3DV7,A,A,YIE,13,46.96569920844328,0,0
5fng,1CCS,A,A,YIE,13,46.96569920844328,0,0
5fng,7CA2,A,A,YIE,13,46.96569920844328,0,0
5fng,1CVF,A,A,YIE,13,46.96569920844328,0,0
5fng,1HEC,A,A,YIE,13,46.96569920844328,0,0
5fng,1CVC,A,A,YIE,13,46.96569920844328,0,0
5fng,3DVB,A,A,YIE,13,46.96569920844328,0,0
5fng,1CVE,A,A,YIE,13,46.96569920844328,0,0
5fng,1CNK,A,A,YIE,13,46.96569920844328,0,0
5fng,8CA2,A,A,YIE,13,46.96569920844328,0,0
5fng,1UGC,A,A,YIE,13,46.96569920844328,0,0
5fng,1UGA,A,A,YIE,13,46.96569920844328,0,0
5fng,2NWO,A,A,YIE,13,46.96569920844328,0,0
5fng,3RG3,A,A,YIE,13,46.96569920844328,0,0
5fng,2NWY,A,A,YIE,13,46.96569920844328,0,0
5fng,1CNB,A,A,YIE,13,46.96569920844328,0,0
5fng,1HVA,A,A,YIE,13,46.96569920844328,0,0
5fng,3RGE,A,A,YIE,13,46.96569920844328,0,0
5fng,1MUA,A,A,YIE,13,46.96569920844328,0,0
5fng,2FNK,A,A,YIE,13,46.96569920844328,0,0
5fng,1FQL,A,A,YIE,13,46.96569920844328,0,0
5fng,1YO0,A,A,YIE,13,46.96569920844328,0,0
5fng,1LG5,A,A,YIE,13,46.96569920844328,0,0
5fng,3M1Q,A,A,YIE,13,46.96569920844328,0,0
5fng,1CVD,A,A,YIE,13,46.96569920844328,0,0
5fng,1CVH,A,A,YIE,13,46.96569920844328,0,0
5fng,2FNM,A,A,YIE,13,46.96569920844328,0,0
3gbb,7YSV,A,A,MS8,18,43.634496919917865,8,6
3gbb,7LVT,A,A,MS8,18,43.634496919917865,9,6
3gbb,7YSJ,A,A,MS8,18,43.634496919917865,10,6
4nue,6BN8,A,C,NUE,28,37.58169934640523,30,19
3tfn,2ZCO,A,A,2CJ,31,11.743772241992882,122,58
3kmx,3TPJ,A,A,G00,17,59.17431192660551,121,7
3kmx,3R1G,A,B,G00,17,59.17431192660551,119,7
3kmx,1SGZ,A,A,G00,17,59.17431192660551,120,7
5dgw,1Q9P,A,A,5B5,43,50.390625,145,26
1bnu,1CAN,A,A,AL3,22,45.539906103286384,0,0
1bnu,5ZXW,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CA3,A,A,AL3,22,45.539906103286384,0,0
1bnu,1ZSA,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CAK,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CNH,A,A,AL3,22,45.539906103286384,0,0
1bnu,12CA,A,A,AL3,22,45.539906103286384,0,0
1bnu,1UGD,A,A,AL3,22,45.539906103286384,0,0
1bnu,5CA2,A,A,AL3,22,45.539906103286384,0,0
1bnu,3MNJ,A,A,AL3,22,45.539906103286384,0,0
1bnu,3MNH,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CAJ,A,A,AL3,22,45.539906103286384,0,0
1bnu,2NXR,A,A,AL3,22,45.539906103286384,0,0
1bnu,1DCA,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CVA,A,A,AL3,22,45.539906103286384,0,0
1bnu,3DVD,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CAL,A,A,AL3,22,45.539906103286384,0,0
1bnu,9CA2,A,A,AL3,22,45.539906103286384,0,0
1bnu,3MNK,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CAI,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CNJ,A,A,AL3,22,45.539906103286384,0,0
1bnu,3DVC,A,A,AL3,22,45.539906103286384,0,0
1bnu,1HEA,A,A,AL3,22,45.539906103286384,0,0
1bnu,1G3Z,A,A,AL3,22,45.539906103286384,0,0
1bnu,1HED,A,A,AL3,22,45.539906103286384,0,0
1bnu,1H9Q,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CCT,A,A,AL3,22,45.539906103286384,0,0
1bnu,3MNI,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CNG,A,A,AL3,22,45.539906103286384,0,0
1bnu,1LZV,A,A,AL3,22,45.539906103286384,0,0
1bnu,1H9N,A,A,AL3,22,45.539906103286384,0,0
1bnu,6CA2,A,A,AL3,22,45.539906103286384,0,0
1bnu,1UGF,A,A,AL3,22,45.539906103286384,0,0
1bnu,1UGE,A,A,AL3,22,45.539906103286384,0,0
1bnu,1HEC,A,A,AL3,22,45.539906103286384,0,0
1bnu,1TH9,A,A,AL3,22,45.539906103286384,0,0
1bnu,1HEB,A,A,AL3,22,45.539906103286384,0,0
1bnu,3RG4,A,A,AL3,22,45.539906103286384,0,0
1bnu,1TG3,A,A,AL3,22,45.539906103286384,0,0
1bnu,4QK1,A,A,AL3,22,45.539906103286384,0,0
1bnu,1UGB,A,A,AL3,22,45.539906103286384,0,0
1bnu,3DV7,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CNI,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CCS,A,A,AL3,22,45.539906103286384,0,0
1bnu,7CA2,A,A,AL3,22,45.539906103286384,0,0
1bnu,1BIC,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CVF,A,A,AL3,22,45.539906103286384,0,0
1bnu,1MUA,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CCU,A,A,AL3,22,45.539906103286384,0,0
1bnu,4YGJ,A,A,AL3,22,45.539906103286384,0,0
1bnu,3RLD,A,A,AL3,22,45.539906103286384,0,0
1bnu,8CA2,A,A,AL3,22,45.539906103286384,0,0
1bnu,3TVN,A,X,AL3,22,45.539906103286384,0,0
1bnu,2NWO,A,A,AL3,22,45.539906103286384,0,0
1bnu,3RG3,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CVC,A,A,AL3,22,45.539906103286384,0,0
1bnu,3DVB,A,A,AL3,22,45.539906103286384,0,0
1bnu,2NWY,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CVE,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CNK,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CNB,A,A,AL3,22,45.539906103286384,0,0
1bnu,1UGC,A,A,AL3,22,45.539906103286384,0,0
1bnu,1HVA,A,A,AL3,22,45.539906103286384,0,0
1bnu,1UGA,A,A,AL3,22,45.539906103286384,0,0
1bnu,3RGE,A,A,AL3,22,45.539906103286384,0,0
1bnu,2FNK,A,A,AL3,22,45.539906103286384,0,0
1bnu,1FQL,A,A,AL3,22,45.539906103286384,0,0
1bnu,1YO0,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CVD,A,A,AL3,22,45.539906103286384,0,0
1bnu,1CVH,A,A,AL3,22,45.539906103286384,0,0
1bnu,3M1Q,A,A,AL3,22,45.539906103286384,0,0
1bnu,1LG5,A,A,AL3,22,45.539906103286384,0,0
1bnu,2FNM,A,A,AL3,22,45.539906103286384,0,0
3ekr,5J80,A,A,PY9,22,24.102564102564106,1,1
3ekr,8B7I,A,A,PY9,22,24.102564102564106,1,1
3ekr,6GP4,A,A,PY9,22,24.102564102564106,1,1
3ekr,2K5B,A,A,PY9,22,24.102564102564106,1,1
4jsa,1CVC,A,A,MBO,10,46.59400544959128,0,0
4jsa,5ZXW,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CA3,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CVF,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CAN,A,A,MBO,10,46.59400544959128,0,0
4jsa,1HVA,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CNB,A,A,MBO,10,46.59400544959128,0,0
4jsa,3MNJ,A,A,MBO,10,46.59400544959128,0,0
4jsa,5CA2,A,A,MBO,10,46.59400544959128,0,0
4jsa,1ZSA,A,A,MBO,10,46.59400544959128,0,0
4jsa,2NXR,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CAK,A,A,MBO,10,46.59400544959128,0,0
4jsa,12CA,A,A,MBO,10,46.59400544959128,0,0
4jsa,1UGD,A,A,MBO,10,46.59400544959128,0,0
4jsa,3MNK,A,A,MBO,10,46.59400544959128,0,0
4jsa,3MNH,A,A,MBO,10,46.59400544959128,0,0
4jsa,1TH9,A,A,MBO,10,46.59400544959128,0,0
4jsa,1HEA,A,A,MBO,10,46.59400544959128,0,0
4jsa,1HED,A,A,MBO,10,46.59400544959128,0,0
4jsa,1TG3,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CVA,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CNH,A,A,MBO,10,46.59400544959128,0,0
4jsa,1LZV,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CAL,A,A,MBO,10,46.59400544959128,0,0
4jsa,9CA2,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CAJ,A,A,MBO,10,46.59400544959128,0,0
4jsa,1HEB,A,A,MBO,10,46.59400544959128,0,0
4jsa,1DCA,A,A,MBO,10,46.59400544959128,0,0
4jsa,3TVN,A,X,MBO,10,46.59400544959128,0,0
4jsa,6CA2,A,A,MBO,10,46.59400544959128,0,0
4jsa,1UGF,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CAI,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CNJ,A,A,MBO,10,46.59400544959128,0,0
4jsa,3DVC,A,A,MBO,10,46.59400544959128,0,0
4jsa,1G3Z,A,A,MBO,10,46.59400544959128,0,0
4jsa,3RG4,A,A,MBO,10,46.59400544959128,0,0
4jsa,4QK1,A,A,MBO,10,46.59400544959128,0,0
4jsa,1H9Q,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CCT,A,A,MBO,10,46.59400544959128,0,0
4jsa,1UGB,A,A,MBO,10,46.59400544959128,0,0
4jsa,3MNI,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CNI,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CNG,A,A,MBO,10,46.59400544959128,0,0
4jsa,3DVD,A,A,MBO,10,46.59400544959128,0,0
4jsa,1UGE,A,A,MBO,10,46.59400544959128,0,0
4jsa,1HEC,A,A,MBO,10,46.59400544959128,0,0
4jsa,4YGJ,A,A,MBO,10,46.59400544959128,0,0
4jsa,3RLD,A,A,MBO,10,46.59400544959128,0,0
4jsa,3DV7,A,A,MBO,10,46.59400544959128,0,0
4jsa,1UGC,A,A,MBO,10,46.59400544959128,0,0
4jsa,1H9N,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CCS,A,A,MBO,10,46.59400544959128,0,0
4jsa,2NWO,A,A,MBO,10,46.59400544959128,0,0
4jsa,7CA2,A,A,MBO,10,46.59400544959128,0,0
4jsa,1BIC,A,A,MBO,10,46.59400544959128,0,0
4jsa,2NWY,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CCU,A,A,MBO,10,46.59400544959128,0,0
4jsa,8CA2,A,A,MBO,10,46.59400544959128,0,0
4jsa,3RG3,A,A,MBO,10,46.59400544959128,0,0
4jsa,3DVB,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CVE,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CNK,A,A,MBO,10,46.59400544959128,0,0
4jsa,1UGA,A,A,MBO,10,46.59400544959128,0,0
4jsa,3RGE,A,A,MBO,10,46.59400544959128,0,0
4jsa,1MUA,A,A,MBO,10,46.59400544959128,0,0
4jsa,2FNK,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CVD,A,A,MBO,10,46.59400544959128,0,0
4jsa,1CVH,A,A,MBO,10,46.59400544959128,0,0
2p7g,1KV6,A,A,2OH,17,12.387387387387388,78,45
2p7g,1TFC,A,A,2OH,17,12.387387387387388,78,45
1k1o,1BTP,A,A,IGN,31,67.16791979949875,85,21
1k1o,1EZX,A,C,IGN,31,67.16791979949875,86,21
1k1o,6MRQ,A,A,IGN,31,67.16791979949875,85,21
1k1o,1OPH,A,B,IGN,31,67.16791979949875,85,21
1k1o,3VEQ,A,B,IGN,31,67.16791979949875,85,21
1k1o,1TAW,A,A,IGN,31,67.16791979949875,85,21
6g35,2WB8,A,A,EKK,20,35.294117647058826,2,2
6dj1,1Q9P,B,A,AB1,46,49.92025518341308,145,26
4alx,7N0W,F,A,IZN,20,49.45328031809145,418,218
6euc,1EEA,A,A,RM0,21,60.13667425968109,149,7
3ok9,1Q9P,A,A,G52,42,51.41509433962265,145,26
3oku,1CA3,A,A,VZ4,26,48.38709677419355,0,0
3oku,5ZXW,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CAN,A,A,VZ4,26,48.38709677419355,0,0
3oku,3MNJ,A,A,VZ4,26,48.38709677419355,0,0
3oku,2NXR,A,A,VZ4,26,48.38709677419355,0,0
3oku,5CA2,A,A,VZ4,26,48.38709677419355,0,0
3oku,1ZSA,A,A,VZ4,26,48.38709677419355,0,0
3oku,3MNH,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CAK,A,A,VZ4,26,48.38709677419355,0,0
3oku,12CA,A,A,VZ4,26,48.38709677419355,0,0
3oku,1UGD,A,A,VZ4,26,48.38709677419355,0,0
3oku,1HED,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CNH,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CAJ,A,A,VZ4,26,48.38709677419355,0,0
3oku,1TH9,A,A,VZ4,26,48.38709677419355,0,0
3oku,1HEA,A,A,VZ4,26,48.38709677419355,0,0
3oku,1TG3,A,A,VZ4,26,48.38709677419355,0,0
3oku,3MNI,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CVA,A,A,VZ4,26,48.38709677419355,0,0
3oku,1LZV,A,A,VZ4,26,48.38709677419355,0,0
3oku,1UGF,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CAL,A,A,VZ4,26,48.38709677419355,0,0
3oku,9CA2,A,A,VZ4,26,48.38709677419355,0,0
3oku,3MNK,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CAI,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CNJ,A,A,VZ4,26,48.38709677419355,0,0
3oku,1HEB,A,A,VZ4,26,48.38709677419355,0,0
3oku,3DVC,A,A,VZ4,26,48.38709677419355,0,0
3oku,1DCA,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CCT,A,A,VZ4,26,48.38709677419355,0,0
3oku,1UGB,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CNG,A,A,VZ4,26,48.38709677419355,0,0
3oku,3DVD,A,A,VZ4,26,48.38709677419355,0,0
3oku,6CA2,A,A,VZ4,26,48.38709677419355,0,0
3oku,1G3Z,A,A,VZ4,26,48.38709677419355,0,0
3oku,3RG4,A,A,VZ4,26,48.38709677419355,0,0
3oku,4QK1,A,A,VZ4,26,48.38709677419355,0,0
3oku,1H9Q,A,A,VZ4,26,48.38709677419355,0,0
3oku,3TVN,A,X,VZ4,26,48.38709677419355,0,0
3oku,1CNI,A,A,VZ4,26,48.38709677419355,0,0
3oku,1H9N,A,A,VZ4,26,48.38709677419355,0,0
3oku,7CA2,A,A,VZ4,26,48.38709677419355,0,0
3oku,1BIC,A,A,VZ4,26,48.38709677419355,0,0
3oku,1UGE,A,A,VZ4,26,48.38709677419355,0,0
3oku,1HEC,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CCU,A,A,VZ4,26,48.38709677419355,0,0
3oku,4YGJ,A,A,VZ4,26,48.38709677419355,0,0
3oku,3RLD,A,A,VZ4,26,48.38709677419355,0,0
3oku,8CA2,A,A,VZ4,26,48.38709677419355,0,0
3oku,3DV7,A,A,VZ4,26,48.38709677419355,0,0
3oku,1UGC,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CCS,A,A,VZ4,26,48.38709677419355,0,0
3oku,2NWO,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CVF,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CVC,A,A,VZ4,26,48.38709677419355,0,0
3oku,3DVB,A,A,VZ4,26,48.38709677419355,0,0
3oku,2NWY,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CVE,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CNK,A,A,VZ4,26,48.38709677419355,0,0
3oku,1HVA,A,A,VZ4,26,48.38709677419355,0,0
3oku,1UGA,A,A,VZ4,26,48.38709677419355,0,0
3oku,3RG3,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CNB,A,A,VZ4,26,48.38709677419355,0,0
3oku,3RGE,A,A,VZ4,26,48.38709677419355,0,0
3oku,2FNK,A,A,VZ4,26,48.38709677419355,0,0
3oku,1FQL,A,A,VZ4,26,48.38709677419355,0,0
3oku,1YO0,A,A,VZ4,26,48.38709677419355,0,0
3oku,1LG5,A,A,VZ4,26,48.38709677419355,0,0
3oku,3M1Q,A,A,VZ4,26,48.38709677419355,0,0
3oku,1MUA,A,A,VZ4,26,48.38709677419355,0,0
3oku,2FNM,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CVD,A,A,VZ4,26,48.38709677419355,0,0
3oku,1CVH,A,A,VZ4,26,48.38709677419355,0,0
3bqc,4MD7,A,E,EMO,20,30.730478589420656,28,18
3bqc,4MD8,A,E,EMO,20,30.730478589420656,28,18
3bqc,2R7I,A,A,EMO,20,30.730478589420656,29,18
3bqc,5ZN5,A,A,EMO,20,30.730478589420656,28,18
3bqc,4MD9,A,E,EMO,20,30.730478589420656,28,18
3bqc,4DGL,A,C,EMO,20,30.730478589420656,28,18
3bqc,1NA7,A,A,EMO,20,30.730478589420656,28,18
3bqc,5ZN0,A,A,EMO,20,30.730478589420656,28,18
3bqc,5ZN4,A,A,EMO,20,30.730478589420656,28,18
3bqc,5ZN3,A,A,EMO,20,30.730478589420656,60,18
3bqc,5ZN2,A,A,EMO,20,30.730478589420656,60,18
2vw5,1AH6,A,A,BC6,36,19.387755102040817,169,1
2vw5,3C0E,A,A,BC6,36,19.387755102040817,169,1
4xk9,3GUA,E,A,41J,50,51.56576200417536,211,111
4xk9,6M4X,E,A,41J,50,51.56576200417536,211,111
4xk9,5XGL,E,A,41J,50,51.56576200417536,211,111
4xk9,7EGR,E,A,41J,50,51.56576200417536,211,111
4xk9,7EGR,E,E,41J,50,51.56576200417536,211,111
4xk9,7EGR,E,B,41J,50,51.56576200417536,211,111
6ncn,1LE4,A,A,KJM,14,5.098039215686274,572,304
6ncn,1GS9,A,A,KJM,14,5.098039215686274,572,304
6ncn,1B68,A,A,KJM,14,5.098039215686274,573,304
6ncn,1LPE,A,A,KJM,14,5.098039215686274,572,304
6ncn,1BZ4,A,A,KJM,14,5.098039215686274,572,304
6ncn,1OR3,A,A,KJM,14,5.098039215686274,574,304
6ncn,8GRX,A,A,KJM,14,5.098039215686274,573,304
6ncn,2KC3,A,A,KJM,14,5.098039215686274,572,304
6ncn,1NFN,A,A,KJM,14,5.098039215686274,575,304
6ncn,7FCR,A,A,KJM,14,5.098039215686274,576,304
6ncn,7FCS,A,A,KJM,14,5.098039215686274,577,304
6ncn,2L7B,A,A,KJM,14,5.098039215686274,572,304
6ncn,8AX8,A,A,KJM,14,5.098039215686274,578,304
1sld,5N7X,B,A,,0,44.72573839662447,231,120
1sld,1HQQ,B,A,,0,44.72573839662447,231,120
1sld,1PTS,B,A,,0,44.72573839662447,231,120
1sld,1STR,B,B,,0,44.72573839662447,231,120
1sld,1RST,B,B,,0,44.72573839662447,231,120
1sld,1N7Y,B,A,,0,44.72573839662447,250,120
1sld,7EK8,B,A,,0,44.72573839662447,231,120
1sld,1SWH,B,A,,0,44.72573839662447,231,120
1sld,1SWL,B,A,,0,44.72573839662447,231,120
1sld,1SWO,B,A,,0,44.72573839662447,231,120
1sld,1SWS,B,A,,0,44.72573839662447,231,120
1sld,1SWQ,B,A,,0,44.72573839662447,231,120
1sld,1SWF,B,A,,0,44.72573839662447,231,120
1sld,1SWF,B,A,,0,44.72573839662447,231,120
5eq1,4LC2,A,A,BEA,13,50.64935064935064,267,142
2v2h,2V2D,A,A,PGA,9,36.94779116465863,579,108
1c84,6NTP,A,A,761,19,70.26239067055393,15,7
1c84,3SME,A,A,761,19,70.26239067055393,15,7
1c84,8U1E,A,A,761,19,70.26239067055393,15,7
1c84,4BJO,A,A,761,19,70.26239067055393,15,7
1owe,2NWN,A,A,675,22,62.16216216216216,112,54
1grp,1IDD,A,A,ICT,13,45.39473684210527,580,305
1grp,6ICD,A,A,ICT,13,45.39473684210527,580,305
1ctt,1AF2,A,A,DHZ,16,63.97058823529412,581,306
2zq2,1BTP,A,A,13U,30,69.46564885496184,85,21
2zq2,1EZX,A,C,13U,30,69.46564885496184,86,21
2zq2,6MRQ,A,A,13U,30,69.46564885496184,85,21
2zq2,1OPH,A,B,13U,30,69.46564885496184,85,21
2zq2,3VEQ,A,B,13U,30,69.46564885496184,85,21
2zq2,1TAW,A,A,13U,30,69.46564885496184,85,21
3n2u,1OS2,A,A,D3X,31,54.91183879093199,14,7
3n2u,3BA0,A,A,D3X,31,54.91183879093199,14,7
3n2u,2K9C,A,A,D3X,31,54.91183879093199,14,7
2z4o,1Q9P,B,A,065,40,50.63520871143376,145,26
3f15,1OS2,A,A,HS1,22,53.03430079155673,14,7
3f15,3BA0,A,A,HS1,22,53.03430079155673,14,7
3f15,2K9C,A,A,HS1,22,53.03430079155673,14,7
6r8o,2BIT,A,X,JV2,35,64.82939632545933,51,30
6r8o,3QYU,A,A,JV2,35,64.82939632545933,51,30
3mam,1SW4,A,A,EPE,15,36.43122676579926,582,307
5e2r,1CA3,A,A,520,25,47.11538461538461,0,0
5e2r,5ZXW,A,A,520,25,47.11538461538461,0,0
5e2r,2NXR,A,A,520,25,47.11538461538461,0,0
5e2r,12CA,A,A,520,25,47.11538461538461,0,0
5e2r,5CA2,A,A,520,25,47.11538461538461,0,0
5e2r,3MNJ,A,A,520,25,47.11538461538461,0,0
5e2r,3MNH,A,A,520,25,47.11538461538461,0,0
5e2r,1HED,A,A,520,25,47.11538461538461,0,0
5e2r,1TH9,A,A,520,25,47.11538461538461,0,0
5e2r,1DCA,A,A,520,25,47.11538461538461,0,0
5e2r,1TG3,A,A,520,25,47.11538461538461,0,0
5e2r,9CA2,A,A,520,25,47.11538461538461,0,0
5e2r,3MNK,A,A,520,25,47.11538461538461,0,0
5e2r,1HEA,A,A,520,25,47.11538461538461,0,0
5e2r,3RG4,A,A,520,25,47.11538461538461,0,0
5e2r,4QK1,A,A,520,25,47.11538461538461,0,0
5e2r,3MNI,A,A,520,25,47.11538461538461,0,0
5e2r,1LZV,A,A,520,25,47.11538461538461,0,0
5e2r,6CA2,A,A,520,25,47.11538461538461,0,0
5e2r,1HEB,A,A,520,25,47.11538461538461,0,0
5e2r,3RLD,A,A,520,25,47.11538461538461,0,0
5e2r,1CAN,A,A,520,25,47.11538461538461,0,0
5e2r,2NWO,A,A,520,25,47.11538461538461,0,0
5e2r,1HEC,A,A,520,25,47.11538461538461,0,0
5e2r,2NWY,A,A,520,25,47.11538461538461,0,0
5e2r,1HVA,A,A,520,25,47.11538461538461,0,0
5e2r,7CA2,A,A,520,25,47.11538461538461,0,0
5e2r,8CA2,A,A,520,25,47.11538461538461,0,0
5e2r,1ZSA,A,A,520,25,47.11538461538461,0,0
5e2r,3RG3,A,A,520,25,47.11538461538461,0,0
5e2r,3RGE,A,A,520,25,47.11538461538461,0,0
5e2r,1CAK,A,A,520,25,47.11538461538461,0,0
5e2r,1CAJ,A,A,520,25,47.11538461538461,0,0
5e2r,1CAI,A,A,520,25,47.11538461538461,0,0
5e2r,1CNG,A,A,520,25,47.11538461538461,0,0
5e2r,1CNH,A,A,520,25,47.11538461538461,0,0
5e2r,1CNJ,A,A,520,25,47.11538461538461,0,0
5e2r,3DVC,A,A,520,25,47.11538461538461,0,0
5e2r,2FNK,A,A,520,25,47.11538461538461,0,0
5e2r,1CVA,A,A,520,25,47.11538461538461,0,0
5e2r,1CNI,A,A,520,25,47.11538461538461,0,0
5e2r,3DVD,A,A,520,25,47.11538461538461,0,0
5e2r,1CAL,A,A,520,25,47.11538461538461,0,0
5e2r,1H9Q,A,A,520,25,47.11538461538461,0,0
5e2r,1CCT,A,A,520,25,47.11538461538461,0,0
5e2r,1H9N,A,A,520,25,47.11538461538461,0,0
5e2r,1CCS,A,A,520,25,47.11538461538461,0,0
5e2r,1FQL,A,A,520,25,47.11538461538461,0,0
5e2r,1UGD,A,A,520,25,47.11538461538461,0,0
5e2r,1G3Z,A,A,520,25,47.11538461538461,0,0
5e2r,1CNK,A,A,520,25,47.11538461538461,0,0
5e2r,3DV7,A,A,520,25,47.11538461538461,0,0
5e2r,1YO0,A,A,520,25,47.11538461538461,0,0
5e2r,1BIC,A,A,520,25,47.11538461538461,0,0
5e2r,1CVF,A,A,520,25,47.11538461538461,0,0
5e2r,1CVC,A,A,520,25,47.11538461538461,0,0
5e2r,3DVB,A,A,520,25,47.11538461538461,0,0
5e2r,1CVE,A,A,520,25,47.11538461538461,0,0
5e2r,1CCU,A,A,520,25,47.11538461538461,0,0
5e2r,1CNB,A,A,520,25,47.11538461538461,0,0
5e2r,1UGB,A,A,520,25,47.11538461538461,0,0
5e2r,3TVN,A,X,520,25,47.11538461538461,0,0
5e2r,1UGF,A,A,520,25,47.11538461538461,0,0
5e2r,1UGE,A,A,520,25,47.11538461538461,0,0
