pdb_id,apo_pdb_id,apo_chain
4r4c,7XV4,A
4r4c,7XUV,A
4r4c,5EAY,A
4r4c,8RK2,A
4r4c,1EWI,A
5f25,3HME,A
5f25,6Y7H,A
5f25,4YY4,A
5f25,8A7I,A
5f25,5I40,A
5f25,5JI8,A
3ctt,2QLY,A
3ctt,3L4T,A
1w5x,1W5V,A
1w5x,2FDE,A
1w5x,1AJV,A
1w5x,1HVC,A
6gfz,8QVU,B
6gfz,8QU8,A
6gfz,6R6H,V
6gfz,4B9K,C
6gfz,4WQO,A
6gfz,4BKS,C
6gfz,1LM8,V
6gfz,8FY0,A
6gfz,1LQB,C
6gfz,6FMI,C
6gfz,6HR2,B
6gfz,4AWJ,C
6gfz,6ZHC,AAA
6gfz,7Q2J,C
6gfz,9BJU,C
6gfz,9BJU,F
6gfz,8EWV,C
6gfz,3ZRC,C
6gfz,7KHH,C
6gfz,7CJB,A
5oh9,4V2Y,A
5oh9,7PS9,A
5oh9,7SHH,A
5oh9,8OU9,A
5oh9,4V32,A
5oh9,8OU6,A
4az6,4AZ6,A
4az6,2YLL,A
4az6,4AZ7,A
4az6,2YL6,A
4az6,2YL8,A
4az6,4AZB,A
6b59,6EQU,A
6b59,1CA3,A
6b59,1XPZ,A
6b59,4PQ7,A
6b59,3R16,A
6b59,3PYK,A
6b59,5NXI,A
6b59,1A42,A
6b59,1CAN,A
6b59,5JEG,B
6b59,5ZXW,A
6b59,4QEF,A
6b59,3U3A,X
6b59,3M04,A
6b59,3MNJ,A
6b59,5CA2,A
6b59,1ZSA,A
6b59,3U47,A
6b59,5JE7,B
6b59,1CAK,A
6b59,12CA,A
6b59,1UGD,A
6b59,3U45,X
6b59,5JES,B
6b59,5JEP,B
6b59,3MNH,A
6b59,1CAJ,A
6b59,7ONV,AAA
6b59,4L5V,A
6b59,6RMY,A
6b59,1HED,A
6b59,5JEH,B
6b59,1CNH,A
6b59,1YDB,A
6b59,1UGF,A
6b59,2POV,A
6b59,2NXR,A
6b59,7ONV,A
6b59,8OGD,A
6b59,1HEA,A
6b59,4KAP,A
6b59,1CCT,A
6b59,1UGB,A
6b59,4L5U,A
6b59,3MNI,A
6b59,1CVA,A
6b59,1LZV,A
6b59,3DVD,A
6b59,6CA2,A
6b59,1CAL,A
6b59,9CA2,A
6b59,1YDD,A
6b59,3MNK,A
6b59,1CAI,A
6b59,1H4N,A
6b59,1CNJ,A
6b59,1TH9,A
6b59,1HEB,A
6b59,3DVC,A
6b59,6RMX,A
6b59,4ZWI,A
6b59,7ONQ,A
6b59,1DCA,A
6b59,1G3Z,A
6b59,3RG4,A
6b59,1TG3,A
6b59,1H9Q,A
6b59,3TVN,X
6b59,1CNI,A
6b59,1CNG,A
6b59,1H9N,A
6b59,1BIC,A
6b59,4KUV,A
6b59,1UGE,A
6b59,5JGT,B
6b59,1G0E,A
6b59,1CCU,A
6b59,3RYV,B
6b59,4QK1,A
6b59,4YGJ,A
6b59,3RLD,A
6b59,4JS6,A
6b59,3DV7,A
6b59,5JG5,B
6b59,3DBU,A
6b59,1YDA,A
6b59,1CCS,A
6b59,7CA2,A
6b59,5JDV,B
6b59,1CVF,A
6b59,4QK2,A
6b59,1HEC,A
6b59,1CVC,A
6b59,3DVB,A
6b59,1CVE,A
6b59,7ONQ,AAA
6b59,3KIG,A
6b59,1CNK,A
6b59,8CA2,A
6b59,5JGS,B
6b59,4BCW,A
6b59,1UGC,A
6b59,1UGA,A
6b59,2NWO,A
6b59,3RG3,A
6b59,2NWY,A
6b59,1CNB,A
6b59,5JG3,B
6b59,5TH4,A
6b59,1HVA,A
6b59,2FOQ,A
6b59,1ZH9,A
6b59,4L5W,A
6b59,3RGE,A
6b59,3TVO,X
6b59,1MUA,A
6b59,2FNK,A
6b59,1FQL,A
6b59,1YO0,A
6b59,1LG5,A
6b59,3PJJ,A
6b59,3M1Q,A
6b59,5T71,A
6b59,5T75,A
6b59,1CVD,A
6b59,1CVH,A
6b59,2FNM,A
4ncn,4N3G,A
4ncn,4NCL,A
4ncn,4TMV,A
4ncn,4TMX,A
4ncn,4TN1,A
4ncn,4TMT,A
5eh7,4PQ7,A
5eh7,8OGD,A
5eh7,6EQU,A
5eh7,4KAP,A
5eh7,5NXI,A
5eh7,4KUV,A
5eh7,5JEG,B
5eh7,5ZXW,A
5eh7,1CA3,A
5eh7,1XPZ,A
5eh7,3R16,A
5eh7,3PYK,A
5eh7,1A42,A
5eh7,1CAN,A
5eh7,3M04,A
5eh7,4QEF,A
5eh7,3U3A,X
5eh7,3MNJ,A
5eh7,5JE7,B
5eh7,5CA2,A
5eh7,1ZSA,A
5eh7,3U47,A
5eh7,1CAJ,A
5eh7,7ONV,AAA
5eh7,1CAK,A
5eh7,12CA,A
5eh7,1UGD,A
5eh7,3U45,X
5eh7,1CNH,A
5eh7,1YDB,A
5eh7,5JES,B
5eh7,2POV,A
5eh7,5JEP,B
5eh7,2NXR,A
5eh7,7ONV,A
5eh7,4L5V,A
5eh7,6RMY,A
5eh7,1HED,A
5eh7,3TVN,X
5eh7,1CVA,A
5eh7,3DVD,A
5eh7,1UGF,A
5eh7,1CAL,A
5eh7,9CA2,A
5eh7,1YDD,A
5eh7,3MNH,A
5eh7,1CAI,A
5eh7,1H4N,A
5eh7,1CNJ,A
5eh7,1TH9,A
5eh7,3DVC,A
5eh7,6RMX,A
5eh7,4ZWI,A
5eh7,1DCA,A
5eh7,1HEA,A
5eh7,1G3Z,A
5eh7,3RG4,A
5eh7,1TG3,A
5eh7,1CCT,A
5eh7,1UGB,A
5eh7,5JEH,B
5eh7,4L5U,A
5eh7,1CNG,A
5eh7,1LZV,A
5eh7,1H9N,A
5eh7,6CA2,A
5eh7,1BIC,A
5eh7,3MNK,A
5eh7,3RG3,A
5eh7,1UGE,A
5eh7,5JGT,B
5eh7,3RGE,A
5eh7,1HEB,A
5eh7,7ONQ,A
5eh7,1CCU,A
5eh7,3RYV,B
5eh7,1H9Q,A
5eh7,3MNI,A
5eh7,1CNI,A
5eh7,5JG5,B
5eh7,1YDA,A
5eh7,1CCS,A
5eh7,7CA2,A
5eh7,5JDV,B
5eh7,1HEC,A
5eh7,1G0E,A
5eh7,4QK1,A
5eh7,4YGJ,A
5eh7,3RLD,A
5eh7,8CA2,A
5eh7,5JGS,B
5eh7,3DV7,A
5eh7,1UGC,A
5eh7,3DBU,A
5eh7,1UGA,A
5eh7,2NWO,A
5eh7,1CVF,A
5eh7,4QK2,A
5eh7,1CVC,A
5eh7,3DVB,A
5eh7,2NWY,A
5eh7,1CVE,A
5eh7,7ONQ,AAA
5eh7,3KIG,A
5eh7,1CNK,A
5eh7,1CNB,A
5eh7,4JS6,A
5eh7,4BCW,A
5eh7,5TH4,A
5eh7,5JG3,B
5eh7,1HVA,A
5eh7,2FOQ,A
5eh7,1ZH9,A
5eh7,4L5W,A
5eh7,3TVO,X
5eh7,1MUA,A
5eh7,2FNK,A
5eh7,1CVD,A
5eh7,1CVH,A
5eh7,1FQL,A
5eh7,1YO0,A
5eh7,1LG5,A
5eh7,3M1Q,A
5eh7,5T75,A
5eh7,3PJJ,A
5eh7,5T71,A
5eh7,2FNM,A
4de5,4G5F,A
4de5,1MOP,A
4de5,3IUB,A
4de5,3COV,A
4loh,4EMU,A
4loh,6XF4,A
4loh,7X9P,A
4loh,7T9U,A
4loh,6YWA,A
4loh,4EF4,A
4loh,6O8B,D
4loh,7SSM,A
4loh,6XF3,A
4loh,8GSZ,A
4loh,8GT6,A
4dld,1TXF,A
4dld,2WKY,A
4dld,2F34,A
4dld,1VSO,A
4dld,7YSV,A
4dld,7LVT,A
4dld,7YSJ,A
2pk5,1A30,A
3x00,3WZQ,A
5f1v,4M19,A
5f1v,4R53,A
5f1v,7KWN,A
5f1v,4LY8,A
5f1v,5F1V,A
5f1v,4MLR,A
5f1v,5F1U,A
5f1v,7KOC,A
5f1v,7KX1,A
5f1v,7M06,A
5f1v,7KO1,A
5f1v,4MLJ,A
5f1v,6U01,A
5f1v,7KN2,A
5f1v,6TZU,F
5f1v,6TZU,A
5f1v,7KLT,A
5f1v,7KG5,A
5f1v,7KU6,A
5f1v,7KLQ,A
5f1v,7KR7,A
5f1v,7KU6,E
5f1v,7KEL,A
5n2z,5A3Y,A
5n2z,1KEI,A
5n2z,1FJ3,A
5n2z,4M65,A
5n2z,5FXN,A
5nxo,6EQU,A
5nxo,1CA3,A
5nxo,4PQ7,A
5nxo,3PYK,A
5nxo,5NXI,A
5nxo,5ZXW,A
5nxo,1XPZ,A
5nxo,4QEF,A
5nxo,1A42,A
5nxo,1CAN,A
5nxo,3U3A,X
5nxo,3M04,A
5nxo,5JEG,B
5nxo,3MNJ,A
5nxo,2NXR,A
5nxo,5CA2,A
5nxo,1ZSA,A
5nxo,3U47,A
5nxo,5JEP,B
5nxo,3MNH,A
5nxo,7ONV,AAA
5nxo,1CAK,A
5nxo,4L5V,A
5nxo,12CA,A
5nxo,1UGD,A
5nxo,1HED,A
5nxo,3U45,X
5nxo,1CNH,A
5nxo,5JES,B
5nxo,1CAJ,A
5nxo,1TH9,A
5nxo,6RMY,A
5nxo,1HEA,A
5nxo,1TG3,A
5nxo,5JEH,B
5nxo,4L5U,A
5nxo,3MNI,A
5nxo,1CVA,A
5nxo,1LZV,A
5nxo,1YDB,A
5nxo,1UGF,A
5nxo,1CAL,A
5nxo,2POV,A
5nxo,9CA2,A
5nxo,1YDD,A
5nxo,3MNK,A
5nxo,1CAI,A
5nxo,7ONV,A
5nxo,1CNJ,A
5nxo,1HEB,A
5nxo,3DVC,A
5nxo,1DCA,A
5nxo,1CCT,A
5nxo,1UGB,A
5nxo,1CNG,A
5nxo,3DVD,A
5nxo,6CA2,A
5nxo,1H4N,A
5nxo,3R16,A
5nxo,7ONQ,A
5nxo,1G3Z,A
5nxo,3RG4,A
5nxo,3RYV,B
5nxo,4QK1,A
5nxo,1H9Q,A
5nxo,3TVN,X
5nxo,1CNI,A
5nxo,5TH4,A
5nxo,1H9N,A
5nxo,1YDA,A
5nxo,7CA2,A
5nxo,1BIC,A
5nxo,5JDV,B
5nxo,4QK2,A
5nxo,1UGE,A
5nxo,5JGT,B
5nxo,1HEC,A
5nxo,1G0E,A
5nxo,1CCU,A
5nxo,4YGJ,A
5nxo,3RLD,A
5nxo,4JS6,A
5nxo,8CA2,A
5nxo,3DV7,A
5nxo,1UGC,A
5nxo,5JG5,B
5nxo,3DBU,A
5nxo,1CCS,A
5nxo,2NWO,A
5nxo,1CVF,A
5nxo,1CVC,A
5nxo,3DVB,A
5nxo,2NWY,A
5nxo,1CVE,A
5nxo,3KIG,A
5nxo,1CNK,A
5nxo,1HVA,A
5nxo,1UGA,A
5nxo,3RG3,A
5nxo,5JE7,B
5nxo,7ONQ,AAA
5nxo,1CNB,A
5nxo,5JG3,B
5nxo,2FOQ,A
5nxo,1ZH9,A
5nxo,4L5W,A
5nxo,3RGE,A
5nxo,8OGD,A
5nxo,3TVO,X
5nxo,4KAP,A
5nxo,2FNK,A
5nxo,1FQL,A
5nxo,6RMX,A
5nxo,4ZWI,A
5nxo,4KUV,A
5nxo,1YO0,A
5nxo,5JGS,B
5nxo,4BCW,A
5nxo,1LG5,A
5nxo,3PJJ,A
5nxo,3M1Q,A
5nxo,5T71,A
5nxo,5T75,A
5nxo,1MUA,A
5nxo,2FNM,A
5nxo,1CVD,A
5nxo,1CVH,A
1ghy,6FJT,H
1ghy,1H8D,H
1ghy,1VZQ,H
1ghy,2BVR,H
1ghy,1H8I,H
1ghy,3GIC,B
5ka9,5KA8,A
5ka9,4Y14,A
5ka9,5K9V,A
5ka9,7MKZ,A
5ka9,5KA4,A
5ka9,7MNC,A
5ka9,7MOW,A
5ka9,5KAD,A
5ka9,7MNE,A
5ka9,5KAC,A
5ka9,6NTP,A
5ka9,4I8N,A
5ka9,2F6F,A
5ka9,2AZR,A
5ka9,1G7G,A
5ka9,8SKL,A
5ka9,1Q6J,A
5ka9,1G7F,A
5ka9,4QBE,A
5ka9,2NT7,A
5ka9,1NL9,A
5ka9,2FJM,A
5ka9,8U1E,A
5ka9,6W30,A
5ka9,1BZJ,A
5ka9,4QAH,A
5ka9,1G1F,A
5ka9,4QAP,A
5ka9,6CWU,A
5ka9,4ZRT,A
5ka9,6CWV,A
5ka9,1I57,A
5ka9,7S4F,A
5ka9,6PGT,A
5ka9,6PFW,A
5ka9,6OLV,A
5ka9,1PA1,A
5ka9,7L0C,A
5ka9,3QKP,A
5ka9,1EEN,A
5ka9,4BJO,A
5ka9,6OMY,A
5ka9,6PHS,A
5ka9,6OLQ,A
5ka9,1AAX,A
5ka9,6PHA,A
5ka9,1OEO,X
5ka9,5KA0,A
5ka9,5KAA,A
5ka9,3CWE,A
5ka9,1LQF,A
5ka9,7KEY,A
2qtg,2H8G,A
4cu8,4CU6,A
4cu8,4CUC,A
6fuh,5FBE,A
6fuh,5NB7,A
6fuh,1BIO,A
6fuh,1FDP,A
6fuh,6QMR,A
6fuh,2XW9,A
6fuh,2XWA,A
5l4i,5EZP,A
5l4i,7Q9L,A
5l4i,4DEU,A
5l4i,4PME,A
5l4i,5E4O,A
5l4i,4PMF,A
5l4i,3CFM,A
5l4i,4PVL,A
5l4i,1BZD,A
5l4i,3I9P,A
5l4i,1ZCR,A
5l4i,7Q3I,AAA
5l4i,2WQA,A
5l4i,8DW5,A
5l4i,8VE5,A
5l4i,1BM7,A
5l4i,6TI9,A
5l4i,5E4A,A
5l4i,4ANK,A
5l4i,5A6I,A
5l4i,1TTR,A
5l4i,8PKE,A
5l4i,7EJQ,A
5l4i,4N85,A
5l4i,3NES,A
5l4i,8JQW,A
5l4i,1QAB,A
5l4i,4TL4,A
5l4i,1ETA,1
5l4i,7Y6J,A
5l4i,7Y1I,A
5l4i,8W1N,A
5l4i,7WL6,A
5l4i,7EJR,A
5l4i,3I9I,A
5l4i,5CLZ,A
5l4i,1X7S,A
5l4i,8JOK,A
5l4i,4N87,A
5l4i,5FW8,A
5l4i,3A4F,A
5l4i,1ETB,1
5l4i,3I9A,A
5l4i,7YBR,A
5l4i,1TSH,A
5l4i,6R6I,A
5l4i,5FW6,A
5l4i,5FW7,A
5l4i,1BZE,A
5l4i,6KGB,A
5l4i,4TNG,A
5l4i,3CXF,A
5l4i,3BT0,A
5l4i,5FO2,A
5l4i,6E6Z,A
5l4i,2G3Z,A
5l4i,5DEJ,A
5l4i,8W2W,A
5l4i,4YDM,A
5l4i,5CLX,A
5l4i,5CR1,A
5l4i,8E7I,A
5l4i,2G3X,A
5l4i,3FC8,A
5l4i,4MRC,A
5l4i,8E7E,A
5l4i,2TRY,A
5l4i,4TL5,A
5l4i,6TXW,A
5l4i,3A4E,A
5l4i,4TNE,A
5l4i,1X7T,A
5l4i,6XTK,A
5l4i,1DVQ,A
5l4i,6E73,A
5l4i,3DJR,A
5l4i,4TLS,A
5l4i,2B14,A
5l4i,8JNU,A
5l4i,1III,A
5l4i,8PKF,A
5l4i,4TKW,A
5l4i,1QWH,A
5l4i,4TM9,A
5l4i,2TRH,A
5l4i,1F86,A
5l4i,2H4E,A
5l4i,4TLT,A
5l4i,6E75,A
5l4i,3U2I,A
5l4i,6E74,A
5l4i,8HEJ,A
5l4i,1BZ8,A
5l4i,6E72,A
5l4i,4TLU,A
5l4i,4TNF,A
5l4i,6E78,A
5n1r,6EQU,A
5n1r,1CA3,A
5n1r,4PQ7,A
5n1r,3PYK,A
5n1r,5NXI,A
5n1r,5ZXW,A
5n1r,1XPZ,A
5n1r,4QEF,A
5n1r,1A42,A
5n1r,1CAN,A
5n1r,3U3A,X
5n1r,3M04,A
5n1r,5JEG,B
5n1r,3MNJ,A
5n1r,2NXR,A
5n1r,5CA2,A
5n1r,1ZSA,A
5n1r,3U47,A
5n1r,5JEP,B
5n1r,3MNH,A
5n1r,7ONV,AAA
5n1r,1CAK,A
5n1r,4L5V,A
5n1r,12CA,A
5n1r,1UGD,A
5n1r,1HED,A
5n1r,3U45,X
5n1r,1CNH,A
5n1r,5JES,B
5n1r,1CAJ,A
5n1r,1TH9,A
5n1r,6RMY,A
5n1r,1HEA,A
5n1r,1TG3,A
5n1r,5JEH,B
5n1r,4L5U,A
5n1r,3MNI,A
5n1r,1CVA,A
5n1r,1LZV,A
5n1r,1YDB,A
5n1r,1UGF,A
5n1r,1CAL,A
5n1r,2POV,A
5n1r,9CA2,A
5n1r,1YDD,A
5n1r,3MNK,A
5n1r,1CAI,A
5n1r,7ONV,A
5n1r,1CNJ,A
5n1r,1HEB,A
5n1r,3DVC,A
5n1r,1DCA,A
5n1r,1CCT,A
5n1r,1UGB,A
5n1r,1CNG,A
5n1r,3DVD,A
5n1r,6CA2,A
5n1r,1H4N,A
5n1r,3R16,A
5n1r,7ONQ,A
5n1r,1G3Z,A
5n1r,3RG4,A
5n1r,3RYV,B
5n1r,4QK1,A
5n1r,1H9Q,A
5n1r,3TVN,X
5n1r,1CNI,A
5n1r,5TH4,A
5n1r,1H9N,A
5n1r,1YDA,A
5n1r,7CA2,A
5n1r,1BIC,A
5n1r,5JDV,B
5n1r,4QK2,A
5n1r,1UGE,A
5n1r,5JGT,B
5n1r,1HEC,A
5n1r,1G0E,A
5n1r,1CCU,A
5n1r,4YGJ,A
5n1r,3RLD,A
5n1r,4JS6,A
5n1r,8CA2,A
5n1r,3DV7,A
5n1r,1UGC,A
5n1r,5JG5,B
5n1r,3DBU,A
5n1r,1CCS,A
5n1r,2NWO,A
5n1r,1CVF,A
5n1r,1CVC,A
5n1r,3DVB,A
5n1r,2NWY,A
5n1r,1CVE,A
5n1r,3KIG,A
5n1r,1CNK,A
5n1r,1HVA,A
5n1r,1UGA,A
5n1r,3RG3,A
5n1r,5JE7,B
5n1r,7ONQ,AAA
5n1r,1CNB,A
5n1r,5JG3,B
5n1r,2FOQ,A
5n1r,1ZH9,A
5n1r,4L5W,A
5n1r,3RGE,A
5n1r,8OGD,A
5n1r,3TVO,X
5n1r,4KAP,A
5n1r,2FNK,A
5n1r,1FQL,A
5n1r,6RMX,A
5n1r,4ZWI,A
5n1r,4KUV,A
5n1r,1YO0,A
5n1r,5JGS,B
5n1r,4BCW,A
5n1r,1LG5,A
5n1r,3PJJ,A
5n1r,3M1Q,A
5n1r,5T71,A
5n1r,5T75,A
5n1r,1MUA,A
5n1r,2FNM,A
5n1r,1CVD,A
5n1r,1CVH,A
2f35,1TXF,A
2f35,2WKY,A
2f35,1VSO,A
2f35,2F34,A
2f35,7YSV,A
2f35,7LVT,A
2f35,7YSJ,A
4c9x,5GHI,A
4c9x,5ANS,A
4c9x,7ESF,A
4c9x,3Q93,A
4c9x,4C9W,A
4c9x,6EQ2,A
4c9x,6AA3,A
4c9x,1IRY,A
4c9x,7N03,A
4c9x,6JVO,A
4c9x,4N1T,A
4c9x,5GHM,A
4c9x,6GLT,A
4c9x,6QVO,A
4c9x,5GHO,A
4c9x,4N1U,A
4c9x,6GLF,A
4c9x,6GLK,A
4c9x,6GLO,A
1f8c,6CRD,A
1f8c,1A14,N
1f8c,1NCA,N
1f8c,1L7H,A
1f8c,3NN9,A
1f8c,1INY,A
1f8c,1NNA,A
1f8c,6NN9,A
1f8c,1NCB,N
1f8c,1NCC,N
1f8c,5NN9,A
1f8c,1L7G,A
1f8c,4NN9,A
6mla,6MLA,E
6mla,1LST,A
6mla,1LAF,E
6mla,6FT2,A
6mla,5OWF,A
6mla,6MLN,E
6mla,6ML0,A
6mla,6MKX,A
6mla,6ML9,E
6mla,6MKU,E
6mla,6MLJ,A
6mla,6MLO,E
6mla,6MLD,A
6mla,6MKW,A
6mj4,1CD1,A
6mj4,3UBX,A
6mj4,2FIK,A
6mj4,3ARB,A
6mj4,1Z5L,A
6mj4,1ZHN,A
6mj4,6CW9,A
6mj4,6OJP,A
6mj4,6OOR,A
6mj4,3ILP,A
4k5p,8SLO,A
4k5p,4R5X,A
4k5p,3Q43,A
4k5p,3EBG,A
4k5p,3EBI,A
4k5p,4K5L,A
4k5p,4R5V,A
4k5p,4K5N,A
4k5p,4R5T,A
4k5p,3T8V,A
4k5p,5XM7,A
4k5p,6SBQ,A
4k5p,4J3B,A
3exh,3EXF,A
6dyn,6DYM,A
3ng4,2R2K,A
3ng4,6A89,A
3ng4,5DWF,A
2fzc,1Q95,A
2fzc,1EKX,A
2fzc,1SKU,A
2fzc,9ATC,A
2fzc,1D09,A
2fzc,1TTH,A
2fzc,2A0F,A
2fzc,1I5O,A
2fzc,1EZZ,A
2fzc,1XJW,A
2fzc,4E2F,A
2fzc,6KJ7,A
2fzc,6KJ9,A
2fzc,3MPU,A
6pg6,5M23,A
6pg6,2GNQ,A
6pg6,7UD5,L
6pg6,2XL2,A
6pg6,8OKF,A
6pg6,3PSL,A
6pg6,8Q1N,A
6pg6,2H13,A
6pg6,2H68,A
6pg6,8F1G,A
6pg6,4CY2,A
6pg6,8X3S,A
6pg6,4CY1,A
6pg6,3SMR,A
6pg6,7DNO,A
6pg6,6PG3,A
6pg6,2H9L,A
6pg6,4GM3,A
6pg6,5SXM,A
6pg6,7JTO,B
6pg6,4A7J,A
6pg6,2G99,A
6pg6,2H9M,A
6pg6,5VFC,A
6pg6,6BYN,W
6pg6,3EMH,A
6pg6,7BCY,A
6pg6,6IAM,A
6pg6,6DY7,A
6pg6,2G9A,A
6pg6,6DYA,A
6pg6,6PG4,A
6pg6,8BB2,B
6ios,6IOP,A
4loo,8ACM,AAA
4loo,1LEW,A
4loo,4LOO,A
4loo,3TG1,A
4loo,2OZA,B
4loo,8EFJ,A
4loo,1BMK,A
4loo,6SOI,A
4loo,6SO1,A
4loo,3P4K,A
4loo,5O90,A
4loo,6Y7W,A
4loo,7Z6I,AAA
4loo,1YW2,A
4loo,2GTM,A
4loo,7PVU,A
4loo,6SOV,A
4loo,4TYH,B
4loo,1YWR,A
4loo,3GI3,A
4loo,2YIS,A
4loo,5ETC,A
4loo,3NNU,A
4loo,3ZS5,A
4loo,1DI9,A
4loo,4F9W,A
4loo,1M7Q,A
4loo,5NZZ,E
4loo,3GCU,A
4loo,3K3J,A
4loo,3DT1,A
4loo,3HVC,A
4loo,1IAN,A
4loo,3PY3,A
4loo,5ETI,A
4loo,2LGC,A
4loo,2NPQ,A
4loo,2BAJ,A
4loo,1A9U,A
4loo,3KQ7,A
4loo,1ZZL,A
4loo,3MH2,A
4loo,1OZ1,A
4loo,2GFS,A
4loo,5ETF,A
4loo,3MPT,A
4loo,2GHL,A
4loo,3OEF,X
4loo,5O8U,A
4loo,8VXE,A
4loo,5O8V,A
4loo,3FI4,A
4loo,3MPA,A
4loo,3K3I,A
4loo,4EWQ,A
4loo,3NNX,A
4loo,2Y8O,A
4loo,1OVE,A
4loo,8A8M,A
4loo,5MZ3,A
4loo,3ODZ,X
4loo,3HEC,A
4loo,3ODY,X
4loo,3OD6,X
4loo,2PUU,A
4loo,3S3I,A
4loo,3MH0,A
4loo,2FSO,X
4loo,3MH1,A
4loo,3MH3,A
4loo,6M9L,A
4loo,4R3C,A
4loo,3D7Z,A
4loo,4E5A,X
4loo,3E92,A
4loo,2BAL,A
1fq5,1FQ4,A
1fq5,1DP5,A
1fq5,1G0V,A
3dk1,3TKG,A
3dk1,5YOK,A
3dk1,1FGC,C
3dk1,3K4V,A
3dk1,1Q9P,A
2gj5,5K06,A
2gj5,3PH5,A
2gj5,1B0O,A
2gj5,6NKQ,A
2gj5,5HTD,A
2gj5,1BEB,A
2gj5,6QPD,A
2gj5,6QI7,A
2gj5,6QPE,A
2gj5,6RWR,A
2gj5,7BF8,AAA
2gj5,7BH0,AAA
2gj5,7Z9Z,AAA
2gj5,6RWQ,A
2gj5,7BGZ,AAA
2gj5,7BGA,AAA
1kdk,1KDK,A
1kdk,1LHN,A
1kdk,1F5F,A
1kdk,6PYA,A
4de2,1YLJ,A
4de2,2P74,A
4de2,1YLT,A
4de2,6MIA,A
4de2,4UA6,A
4de2,5KMT,A
4de2,7ZPV,A
4de2,3HLW,A
4de2,6D7I,A
4de2,8DOD,A
4de2,1YLW,A
4de2,7Q0Z,A
4de2,6BT6,A
4de2,6CYK,A
4de2,8AF8,A
4de2,5KMU,A
4de2,5TWD,A
4de2,8DON,A
4de2,4XXR,A
4de2,6GTH,A
4de2,4PM5,A
4de2,5VLE,A
4de2,8DPQ,A
4de2,5TOP,A
4de2,7UON,A
4de2,8DOE,A
4de2,8ELA,A
4de2,8B2O,A
4o07,7LSZ,A
4o07,3K98,A
4o07,4YKQ,A
4o07,3TUH,A
4o07,3QDD,A
4o07,3INW,A
4o07,1UY6,A
4o07,3R4M,A
4o07,3D0B,A
4o07,3B24,A
4o07,2BSM,A
4o07,3HHU,A
4o07,2YI0,A
4o07,6TN4,AAA
4o07,4EEH,A
4o07,4AWO,A
4o07,4NH7,A
4o07,3BM9,A
4o07,2YE2,A
4o07,4B7P,A
4o07,5J82,A
4o07,4EGH,A
4o07,3EKO,A
4o07,2XDU,A
4o07,8X2R,A
4o07,2CCS,A
4o07,2XAB,A
4o07,2FWY,A
4o07,1BYQ,A
4o07,6LR9,A
4o07,6U99,A
4o07,8KI4,A
4o07,4LWE,A
4o07,5GGZ,A
4o07,6EI5,A
4o07,5J2X,A
4o07,1UYI,A
4o07,6GQS,A
4o07,5J6L,A
4o07,5H22,A
4o07,1OSF,A
4o07,2YE7,A
4o07,3K97,A
4o07,6OLX,A
4o07,5J80,A
4o07,6U98,A
4o07,2XHX,A
4o07,2JJC,A
4o07,5J6M,A
4o07,2K5B,A
4o07,6GP4,A
4o07,5J20,A
4o07,2QFO,A
4o07,8B7I,A
4o07,1YC1,A
4o07,2XJJ,A
4o07,5LQ9,A
4o07,2YEE,A
4o07,2QF6,A
4o07,5LR1,A
4o07,2YJW,A
4o07,8FFV,A
4o07,7KRJ,A
2q1q,6EQU,A
2q1q,1CA3,A
2q1q,1XPZ,A
2q1q,4PQ7,A
2q1q,3R16,A
2q1q,3PYK,A
2q1q,5NXI,A
2q1q,1A42,A
2q1q,1CAN,A
2q1q,5JEG,B
2q1q,5ZXW,A
2q1q,4QEF,A
2q1q,3U3A,X
2q1q,3M04,A
2q1q,3MNJ,A
2q1q,5CA2,A
2q1q,1ZSA,A
2q1q,3U47,A
2q1q,5JE7,B
2q1q,1CAK,A
2q1q,12CA,A
2q1q,1UGD,A
2q1q,3U45,X
2q1q,5JES,B
2q1q,5JEP,B
2q1q,3MNH,A
2q1q,1CAJ,A
2q1q,7ONV,AAA
2q1q,4L5V,A
2q1q,6RMY,A
2q1q,1HED,A
2q1q,5JEH,B
2q1q,1CNH,A
2q1q,1YDB,A
2q1q,1UGF,A
2q1q,2POV,A
2q1q,2NXR,A
2q1q,7ONV,A
2q1q,8OGD,A
2q1q,1HEA,A
2q1q,4KAP,A
2q1q,1CCT,A
2q1q,1UGB,A
2q1q,4L5U,A
2q1q,3MNI,A
2q1q,1CVA,A
2q1q,1LZV,A
2q1q,3DVD,A
2q1q,6CA2,A
2q1q,1CAL,A
2q1q,9CA2,A
2q1q,1YDD,A
2q1q,3MNK,A
2q1q,1CAI,A
2q1q,1H4N,A
2q1q,1CNJ,A
2q1q,1TH9,A
2q1q,1HEB,A
2q1q,3DVC,A
2q1q,6RMX,A
2q1q,4ZWI,A
2q1q,7ONQ,A
2q1q,1DCA,A
2q1q,1G3Z,A
2q1q,3RG4,A
2q1q,1TG3,A
2q1q,1H9Q,A
2q1q,3TVN,X
2q1q,1CNI,A
2q1q,1CNG,A
2q1q,1H9N,A
2q1q,1BIC,A
2q1q,4KUV,A
2q1q,1UGE,A
2q1q,5JGT,B
2q1q,1G0E,A
2q1q,1CCU,A
2q1q,3RYV,B
2q1q,4QK1,A
2q1q,4YGJ,A
2q1q,3RLD,A
2q1q,4JS6,A
