pdb_id,apo_pdb_id,apo_chain
5uln,1LZV,A
5uln,5CA2,A
5uln,3RG3,A
5uln,2FNM,A
5uln,12CA,A
5uln,3RGE,A
5uln,6CA2,A
5uln,1CVA,A
5uln,1HED,A
5uln,1CCT,A
5uln,9CA2,A
5uln,1H9Q,A
5uln,1LG5,A
5uln,1DCA,A
5uln,7CA2,A
5uln,1CCS,A
5uln,1HEB,A
5uln,3M1Q,A
5uln,1CCU,A
5uln,8CA2,A
5uln,1CVF,A
5uln,1CVC,A
5uln,1CVE,A
5uln,1CNB,A
5uln,1HVA,A
5uln,1CVD,A
5uln,1CVH,A
5uln,1FQL,A
3dri,3DRF,A
2a5c,1RAV,A
3w07,1KM4,A
3w07,1KLZ,A
2bes,1USL,A
5i1q,3AAD,A
5i1q,1EQF,A
2vwl,7TPP,B
2vwl,1C5M,D
5fdi,1CAN,A
5fdi,3MNJ,A
5fdi,1CAK,A
5fdi,1UGD,A
5fdi,2NXR,A
5fdi,3MNH,A
5fdi,1CAJ,A
5fdi,1UGF,A
5fdi,1UGB,A
5fdi,3DVD,A
5fdi,1CAL,A
5fdi,3MNI,A
5fdi,3MNK,A
5fdi,1TH9,A
5fdi,1TG3,A
5fdi,3DV7,A
5fdi,1CAI,A
5fdi,3DVC,A
5fdi,1G3Z,A
5fdi,3TVN,X
5fdi,1UGC,A
5fdi,1UGE,A
5fdi,4YGJ,A
5fdi,1UGA,A
5fdi,2NWO,A
5fdi,2NWY,A
5fdi,3DVB,A
5fdi,1BIC,A
5fdi,1ZSA,A
5fdi,1CNH,A
5fdi,2FNK,A
5fdi,1CNJ,A
5fdi,1CNG,A
5fdi,4QK1,A
5fdi,5ZXW,A
5fdi,3RG4,A
5fdi,1CNI,A
5fdi,1H9N,A
5fdi,3RLD,A
5fdi,1CNK,A
5fdi,1YO0,A
5fdi,1HEA,A
5fdi,1MUA,A
5fdi,1CA3,A
5fdi,1LZV,A
5fdi,1HEC,A
5fdi,3RG3,A
5fdi,5CA2,A
5fdi,12CA,A
5fdi,3RGE,A
5fdi,2FNM,A
5fdi,9CA2,A
5fdi,1HED,A
5fdi,3M1Q,A
5fdi,1LG5,A
5fdi,1CVA,A
5fdi,1DCA,A
5fdi,6CA2,A
5fdi,1H9Q,A
5fdi,7CA2,A
5fdi,1CCS,A
5fdi,1CCT,A
5fdi,1HEB,A
5fdi,1CVC,A
5fdi,1CVE,A
5fdi,8CA2,A
5fdi,1CNB,A
5fdi,1HVA,A
5fdi,1CVD,A
5fdi,1CVH,A
5fdi,1CVF,A
5fdi,1CCU,A
5fdi,1FQL,A
6czb,3FGN,A
1z9y,1CAN,A
1z9y,1ZSA,A
1z9y,1UGD,A
1z9y,2NXR,A
1z9y,1CAK,A
1z9y,1CNH,A
1z9y,3MNH,A
1z9y,1CAJ,A
1z9y,1CAL,A
1z9y,1UGF,A
1z9y,3MNJ,A
1z9y,1HEA,A
1z9y,5ZXW,A
1z9y,1UGE,A
1z9y,1CAI,A
1z9y,1CNJ,A
1z9y,3DVC,A
1z9y,1CNI,A
1z9y,1CNG,A
1z9y,1H9N,A
1z9y,1UGB,A
1z9y,3DVD,A
1z9y,1CA3,A
1z9y,1MUA,A
1z9y,4QK1,A
1z9y,3RLD,A
1z9y,3MNI,A
1z9y,3MNK,A
1z9y,1TH9,A
1z9y,3RG4,A
1z9y,1TG3,A
1z9y,4YGJ,A
1z9y,1G3Z,A
1z9y,3TVN,X
1z9y,1HEC,A
1z9y,1BIC,A
1z9y,1CNK,A
1z9y,1UGC,A
1z9y,1UGA,A
1z9y,3DV7,A
1z9y,2NWO,A
1z9y,2NWY,A
1z9y,3DVB,A
1z9y,5CA2,A
1z9y,12CA,A
1z9y,1CVA,A
1z9y,1DCA,A
1z9y,6CA2,A
1z9y,9CA2,A
1z9y,1HED,A
1z9y,1LZV,A
1z9y,2FNK,A
1z9y,1CCS,A
1z9y,1CCT,A
1z9y,1HEB,A
1z9y,1H9Q,A
1z9y,1CCU,A
1z9y,7CA2,A
1z9y,3RG3,A
1z9y,1CVC,A
1z9y,1CVE,A
1z9y,8CA2,A
1z9y,1CNB,A
1z9y,1HVA,A
1z9y,1CVD,A
1z9y,1CVH,A
1z9y,1CVF,A
1z9y,3RGE,A
1z9y,1YO0,A
1z9y,3M1Q,A
1z9y,1LG5,A
1z9y,1FQL,A
1z9y,2FNM,A
5uf0,2I8N,A
4kfq,6IRA,A
2gv7,1EAW,A
2gv7,5LYO,A
4rn4,1CAN,A
4rn4,3MNJ,A
4rn4,1CAK,A
4rn4,1UGD,A
4rn4,2NXR,A
4rn4,3MNH,A
4rn4,1CAJ,A
4rn4,1UGF,A
4rn4,1UGB,A
4rn4,3DVD,A
4rn4,1CAL,A
4rn4,3MNI,A
4rn4,3MNK,A
4rn4,1TH9,A
4rn4,1TG3,A
4rn4,3DV7,A
4rn4,1CAI,A
4rn4,3DVC,A
4rn4,1G3Z,A
4rn4,3TVN,X
4rn4,1UGC,A
4rn4,1UGE,A
4rn4,4YGJ,A
4rn4,1UGA,A
4rn4,2NWO,A
4rn4,2NWY,A
4rn4,3DVB,A
4rn4,1BIC,A
4rn4,1ZSA,A
4rn4,1CNH,A
4rn4,2FNK,A
4rn4,1CNJ,A
4rn4,1CNG,A
4rn4,4QK1,A
4rn4,5ZXW,A
4rn4,3RG4,A
4rn4,1CNI,A
4rn4,1H9N,A
4rn4,3RLD,A
4rn4,1CNK,A
4rn4,1YO0,A
4rn4,1HEA,A
4rn4,1MUA,A
4rn4,1CA3,A
4rn4,1LZV,A
4rn4,1HEC,A
4rn4,3RG3,A
4rn4,5CA2,A
4rn4,12CA,A
4rn4,3RGE,A
4rn4,2FNM,A
4rn4,9CA2,A
4rn4,1HED,A
4rn4,3M1Q,A
4rn4,1LG5,A
4rn4,1CVA,A
4rn4,1DCA,A
4rn4,6CA2,A
4rn4,1H9Q,A
4rn4,7CA2,A
4rn4,1CCS,A
4rn4,1CCT,A
4rn4,1HEB,A
4rn4,1CVC,A
4rn4,1CVE,A
4rn4,8CA2,A
4rn4,1CNB,A
4rn4,1HVA,A
4rn4,1CVD,A
4rn4,1CVH,A
4rn4,1CVF,A
4rn4,1CCU,A
4rn4,1FQL,A
5laq,1F0J,A
1lkl,5MTM,A
1lkl,1BHH,B
1fkb,5GKY,B
1fkb,2PPP,A
1fkb,2PPO,A
1fkb,1EYM,A
1bnn,1CAN,A
1bnn,3MNJ,A
1bnn,1ZSA,A
1bnn,1CAK,A
1bnn,1UGD,A
1bnn,1CNH,A
1bnn,1UGF,A
1bnn,3MNH,A
1bnn,1CAJ,A
1bnn,1UGB,A
1bnn,3DVD,A
1bnn,1CAL,A
1bnn,2NXR,A
1bnn,1CAI,A
1bnn,1CNJ,A
1bnn,3DVC,A
1bnn,1G3Z,A
1bnn,3TVN,X
1bnn,1CNI,A
1bnn,1CNG,A
1bnn,1H9N,A
1bnn,5ZXW,A
1bnn,3MNI,A
1bnn,3MNK,A
1bnn,1TH9,A
1bnn,3RG4,A
1bnn,1TG3,A
1bnn,1UGE,A
1bnn,4YGJ,A
1bnn,3DV7,A
1bnn,1BIC,A
1bnn,4QK1,A
1bnn,3RLD,A
1bnn,1CNK,A
1bnn,1UGC,A
1bnn,1UGA,A
1bnn,3DVB,A
1bnn,2NWO,A
1bnn,2NWY,A
1bnn,1HEA,A
1bnn,1MUA,A
1bnn,1CA3,A
1bnn,1LZV,A
1bnn,1HEC,A
1bnn,2FNK,A
1bnn,12CA,A
1bnn,3RG3,A
1bnn,3RGE,A
1bnn,5CA2,A
1bnn,1HED,A
1bnn,1CVA,A
1bnn,1DCA,A
1bnn,1YO0,A
1bnn,6CA2,A
1bnn,9CA2,A
1bnn,1H9Q,A
1bnn,1LG5,A
1bnn,1CCT,A
1bnn,1HEB,A
1bnn,3M1Q,A
1bnn,1CCS,A
1bnn,1CVF,A
1bnn,1CCU,A
1bnn,7CA2,A
1bnn,1CVC,A
1bnn,1CVE,A
1bnn,8CA2,A
1bnn,1CNB,A
1bnn,1HVA,A
1bnn,1CVD,A
1bnn,1CVH,A
1bnn,1FQL,A
1bnn,2FNM,A
4jsz,1CNB,A
4jsz,1HVA,A
4jsz,1CAN,A
4jsz,3MNJ,A
4jsz,1ZSA,A
4jsz,1CAK,A
4jsz,1UGD,A
4jsz,2NXR,A
4jsz,1UGF,A
4jsz,1CNH,A
4jsz,1CNJ,A
4jsz,3TVN,X
4jsz,3MNH,A
4jsz,1CAJ,A
4jsz,3DVD,A
4jsz,1CAL,A
4jsz,3MNK,A
4jsz,1TH9,A
4jsz,1TG3,A
4jsz,1UGE,A
4jsz,3DV7,A
4jsz,1CAI,A
4jsz,3DVC,A
4jsz,1G3Z,A
4jsz,1CNI,A
4jsz,1CNG,A
4jsz,1H9N,A
4jsz,1UGB,A
4jsz,1CVF,A
4jsz,1BIC,A
4jsz,4QK1,A
4jsz,1UGC,A
4jsz,1UGA,A
4jsz,5ZXW,A
4jsz,3MNI,A
4jsz,4YGJ,A
4jsz,3RLD,A
4jsz,1CNK,A
4jsz,3RG4,A
4jsz,2NWO,A
4jsz,2NWY,A
4jsz,3DVB,A
4jsz,1HEA,A
4jsz,1CVC,A
4jsz,1CA3,A
4jsz,1MUA,A
4jsz,1LZV,A
4jsz,1HEC,A
4jsz,2FNK,A
4jsz,5CA2,A
4jsz,12CA,A
4jsz,3RG3,A
4jsz,3RGE,A
4jsz,1CVA,A
4jsz,1HED,A
4jsz,6CA2,A
4jsz,9CA2,A
4jsz,1CCS,A
4jsz,1H9Q,A
4jsz,1DCA,A
4jsz,1CCU,A
4jsz,7CA2,A
4jsz,1CCT,A
4jsz,1HEB,A
4jsz,1CVE,A
4jsz,8CA2,A
4jsz,1CVD,A
4jsz,1CVH,A
2bet,1USL,A
3b25,6GP4,A
3b25,2K5B,A
3b25,8B7I,A
3b25,5J80,A
2qbw,2QBW,A
3upv,3UQ3,A
1lkk,5MTM,A
1lkk,1BHH,B
2pqb,2GG4,A
1vyg,2POA,A
2jew,1Z5R,A
2yki,2K5B,A
2yki,8B7I,A
2yki,6GP4,A
2yki,5J80,A
1bma,8B04,A
1bma,1C1M,A
1bma,1HAX,B
5o1f,2J1X,A
5o1f,1UOL,A
5o87,6M4X,A
5o87,5XGL,A
5o87,7EGR,A
5o87,3GUA,A
5o87,7EGR,E
5o87,7EGR,B
3h1x,1CL5,A
1ql7,1BTP,A
1ql7,6MRQ,A
1ql7,1OPH,B
1ql7,3VEQ,B
1ql7,1TAW,A
6cze,3FGN,A
3kgq,1PYT,B
3kgq,1ARL,A
6o5x,5T2E,A
6g6t,1CAN,A
6g6t,3MNJ,A
6g6t,1ZSA,A
6g6t,1CAK,A
6g6t,1UGD,A
6g6t,1CNH,A
6g6t,1UGF,A
6g6t,3MNH,A
6g6t,1CAJ,A
6g6t,1UGB,A
6g6t,3DVD,A
6g6t,1CAL,A
6g6t,2NXR,A
6g6t,1CAI,A
6g6t,1CNJ,A
6g6t,3DVC,A
6g6t,1G3Z,A
6g6t,3TVN,X
6g6t,1CNI,A
6g6t,1CNG,A
6g6t,1H9N,A
6g6t,5ZXW,A
6g6t,3MNI,A
6g6t,3MNK,A
6g6t,1TH9,A
6g6t,3RG4,A
6g6t,1TG3,A
6g6t,1UGE,A
6g6t,4YGJ,A
6g6t,3DV7,A
6g6t,1BIC,A
6g6t,4QK1,A
6g6t,3RLD,A
6g6t,1CNK,A
6g6t,1UGC,A
6g6t,1UGA,A
6g6t,3DVB,A
6g6t,2NWO,A
6g6t,2NWY,A
6g6t,1HEA,A
6g6t,1MUA,A
6g6t,1CA3,A
6g6t,1LZV,A
6g6t,1HEC,A
6g6t,2FNK,A
6g6t,12CA,A
6g6t,3RG3,A
6g6t,3RGE,A
6g6t,5CA2,A
6g6t,1HED,A
6g6t,1CVA,A
6g6t,1DCA,A
6g6t,1YO0,A
6g6t,6CA2,A
6g6t,9CA2,A
6g6t,1H9Q,A
6g6t,1LG5,A
6g6t,1CCT,A
6g6t,1HEB,A
6g6t,3M1Q,A
6g6t,1CCS,A
6g6t,1CVF,A
6g6t,1CCU,A
6g6t,7CA2,A
6g6t,1CVC,A
6g6t,1CVE,A
6g6t,8CA2,A
6g6t,1CNB,A
6g6t,1HVA,A
6g6t,1CVD,A
6g6t,1CVH,A
6g6t,1FQL,A
6g6t,2FNM,A
1fm9,1PRG,A
1z6s,1C0B,A
1z6s,1A2W,A
1z6s,4WYN,A
1z6s,1EIE,A
1z6s,1IZP,A
1z6s,3DIC,A
1z6s,3DI7,A
1z6s,3DH6,A
1z6s,3DI8,A
1z6s,3RSD,A
1z6s,1YMN,A
1z6s,3DI9,A
1z6s,3DIB,A
1z6s,1IZQ,A
1z6s,1A5Q,A
1z6s,3RH1,A
1z6s,1KH8,A
1z6s,1YMR,A
1z6s,3RSP,A
1z6s,1EIC,A
1z6s,1IZR,A
1z6s,1C9X,A
1z6s,1C9V,A
1z6s,1YMW,A
1z6s,1EID,A
1z6s,3MX8,A
1z6s,3MX8,A
1z6s,1SRN,A
1z6s,3SRN,A
1z6s,1SSC,A
4luz,5N8A,A
4luz,4IPG,A
4luz,2B29,A
4luz,7XUW,A
4luz,1EWI,A
1nny,7KEN,A
1nny,2F6F,A
1nny,4QBE,A
1nny,7L0C,A
1nny,1I57,A
1nny,1PA1,A
1nny,6NTP,A
1nny,3SME,A
1nny,6CWU,A
1nny,8EXK,A
1nny,6CWV,A
1nny,8U1E,A
1nny,4BJO,A
1nny,3ZV2,A
1nny,5KA4,A
1nny,3A5K,A
5e74,2E7O,A
5g46,5K38,A
6udu,2KBW,A
6udu,5C6H,A
6udu,5UUM,A
6udu,2MHS,A
6udu,6MBD,A
6udu,4HW4,A
6udu,6MBE,A
6udu,5JSB,A
6udu,7XGE,B
1ex8,3ILL,A
1ex8,3KUG,A
1ex8,1TMJ,A
5fnu,2DYH,A
5fnu,1X2J,A
5fnu,7ECA,A
4q83,1CAN,A
4q83,3MNJ,A
4q83,1ZSA,A
4q83,1CAK,A
4q83,1UGD,A
4q83,1CNH,A
4q83,1UGF,A
4q83,3MNH,A
4q83,1CAJ,A
4q83,1UGB,A
4q83,3DVD,A
4q83,1CAL,A
4q83,2NXR,A
4q83,1CAI,A
4q83,1CNJ,A
4q83,3DVC,A
4q83,1G3Z,A
4q83,3TVN,X
4q83,1CNI,A
4q83,1CNG,A
4q83,1H9N,A
4q83,5ZXW,A
4q83,3MNI,A
4q83,3MNK,A
4q83,1TH9,A
4q83,3RG4,A
4q83,1TG3,A
4q83,1UGE,A
4q83,4YGJ,A
4q83,3DV7,A
4q83,1BIC,A
4q83,4QK1,A
4q83,3RLD,A
4q83,1CNK,A
4q83,1UGC,A
4q83,1UGA,A
4q83,3DVB,A
4q83,2NWO,A
4q83,2NWY,A
4q83,1HEA,A
4q83,1MUA,A
4q83,1CA3,A
4q83,1LZV,A
4q83,1HEC,A
4q83,2FNK,A
4q83,12CA,A
4q83,3RG3,A
4q83,3RGE,A
4q83,5CA2,A
4q83,1HED,A
4q83,1CVA,A
4q83,1DCA,A
4q83,1YO0,A
4q83,6CA2,A
4q83,9CA2,A
4q83,1H9Q,A
4q83,1LG5,A
4q83,1CCT,A
4q83,1HEB,A
4q83,3M1Q,A
4q83,1CCS,A
4q83,1CVF,A
4q83,1CCU,A
4q83,7CA2,A
4q83,1CVC,A
4q83,1CVE,A
4q83,8CA2,A
4q83,1CNB,A
4q83,1HVA,A
4q83,1CVD,A
4q83,1CVH,A
4q83,1FQL,A
4q83,2FNM,A
5dkn,1CFP,A
5dkn,1PSB,A
5dkn,1MHO,A
5mqe,6SW3,A
5mqe,5U7G,A
1o2o,1BTP,A
1o2o,6MRQ,A
1o2o,1OPH,B
1o2o,3VEQ,B
1o2o,1TAW,A
3nx7,1OS2,A
3nx7,3BA0,A
3nx7,2K9C,A
5ufr,5K38,A
4jss,1CAN,A
4jss,1ZSA,A
4jss,1CAK,A
4jss,1UGD,A
4jss,3MNJ,A
4jss,1CNH,A
4jss,1CVC,A
4jss,2NXR,A
4jss,3TVN,X
4jss,3MNH,A
4jss,1UGF,A
4jss,3MNK,A
4jss,1TH9,A
4jss,1TG3,A
4jss,1CAI,A
4jss,3DVC,A
4jss,1G3Z,A
4jss,1CNG,A
4jss,1CAJ,A
4jss,1UGB,A
4jss,3DVD,A
4jss,1CAL,A
4jss,1UGC,A
4jss,3MNI,A
4jss,1UGE,A
4jss,4YGJ,A
4jss,3DV7,A
4jss,1CNJ,A
4jss,1CNI,A
4jss,1H9N,A
4jss,1BIC,A
4jss,4QK1,A
4jss,3RLD,A
4jss,5ZXW,A
4jss,3RG4,A
4jss,2NWO,A
4jss,2NWY,A
4jss,3DVB,A
4jss,1CNK,A
4jss,1UGA,A
4jss,1CVF,A
4jss,1HEA,A
4jss,1MUA,A
4jss,1CNB,A
4jss,1HVA,A
4jss,1HEC,A
4jss,1CA3,A
4jss,1LZV,A
4jss,2FNK,A
4jss,3RG3,A
4jss,12CA,A
4jss,3RGE,A
4jss,1DCA,A
4jss,5CA2,A
4jss,1HED,A
4jss,6CA2,A
4jss,9CA2,A
4jss,1CVA,A
4jss,1H9Q,A
4jss,7CA2,A
4jss,1CCS,A
4jss,1CCT,A
4jss,1HEB,A
4jss,1CCU,A
4jss,1CVE,A
4jss,8CA2,A
4jss,1CVD,A
4jss,1CVH,A
3mhl,1CAN,A
3mhl,3MNJ,A
3mhl,1ZSA,A
3mhl,1CAK,A
3mhl,1UGD,A
3mhl,1CNH,A
3mhl,1UGF,A
3mhl,3MNH,A
3mhl,1CAJ,A
3mhl,1UGB,A
3mhl,3DVD,A
3mhl,1CAL,A
3mhl,2NXR,A
3mhl,1CAI,A
3mhl,1CNJ,A
3mhl,3DVC,A
3mhl,1G3Z,A
3mhl,3TVN,X
3mhl,1CNI,A
3mhl,1CNG,A
3mhl,1H9N,A
3mhl,5ZXW,A
3mhl,3MNI,A
3mhl,3MNK,A
3mhl,1TH9,A
3mhl,3RG4,A
3mhl,1TG3,A
3mhl,1UGE,A
3mhl,4YGJ,A
3mhl,3DV7,A
3mhl,1BIC,A
3mhl,4QK1,A
3mhl,3RLD,A
3mhl,1CNK,A
3mhl,1UGC,A
3mhl,1UGA,A
3mhl,3DVB,A
3mhl,2NWO,A
3mhl,2NWY,A
3mhl,1HEA,A
3mhl,1MUA,A
3mhl,1CA3,A
3mhl,1LZV,A
3mhl,1HEC,A
3mhl,2FNK,A
3mhl,12CA,A
3mhl,3RG3,A
3mhl,3RGE,A
3mhl,5CA2,A
3mhl,1HED,A
3mhl,1CVA,A
3mhl,1DCA,A
3mhl,1YO0,A
3mhl,6CA2,A
3mhl,9CA2,A
3mhl,1H9Q,A
3mhl,1LG5,A
3mhl,1CCT,A
3mhl,1HEB,A
3mhl,3M1Q,A
3mhl,1CCS,A
3mhl,1CVF,A
3mhl,1CCU,A
3mhl,7CA2,A
3mhl,1CVC,A
3mhl,1CVE,A
3mhl,8CA2,A
3mhl,1CNB,A
3mhl,1HVA,A
3mhl,1CVD,A
3mhl,1CVH,A
3mhl,1FQL,A
3mhl,2FNM,A
3drg,3DRF,A
1sl3,4H6S,B
1sl3,1DM4,B
1g2l,7TPP,B
1g2l,1C5M,D
3eb1,7KEN,A
3eb1,2F6F,A
3eb1,4QBE,A
3eb1,7L0C,A
3eb1,1I57,A
3eb1,1PA1,A
3eb1,6NTP,A
3eb1,3SME,A
3eb1,6CWU,A
3eb1,8EXK,A
3eb1,6CWV,A
3eb1,8U1E,A
3eb1,4BJO,A
3eb1,3ZV2,A
3eb1,5KA4,A
3eb1,3A5K,A
1ppc,1BTP,A
1ppc,6MRQ,A
1ppc,1OPH,B
1ppc,3VEQ,B
1ppc,1TAW,A
6p85,3EH0,A
1o2h,1BTP,A
1o2h,6MRQ,A
1o2h,1OPH,B
1o2h,3VEQ,B
1o2h,1TAW,A
1g1d,1CAN,A
1g1d,3MNJ,A
1g1d,1CAK,A
1g1d,1UGD,A
1g1d,2NXR,A
1g1d,3MNH,A
1g1d,1CAJ,A
1g1d,1UGF,A
1g1d,1UGB,A
1g1d,3DVD,A
1g1d,1CAL,A
1g1d,3MNI,A
1g1d,3MNK,A
1g1d,1TH9,A
1g1d,1TG3,A
1g1d,3DV7,A
1g1d,1CAI,A
1g1d,3DVC,A
1g1d,1G3Z,A
1g1d,3TVN,X
1g1d,1UGC,A
1g1d,1UGE,A
1g1d,4YGJ,A
1g1d,1UGA,A
1g1d,2NWO,A
1g1d,2NWY,A
1g1d,3DVB,A
1g1d,1BIC,A
1g1d,1ZSA,A
1g1d,1CNH,A
1g1d,2FNK,A
1g1d,1CNJ,A
1g1d,1CNG,A
1g1d,4QK1,A
1g1d,5ZXW,A
1g1d,3RG4,A
1g1d,1CNI,A
1g1d,1H9N,A
1g1d,3RLD,A
1g1d,1CNK,A
1g1d,1YO0,A
1g1d,1HEA,A
1g1d,1MUA,A
1g1d,1CA3,A
1g1d,1LZV,A
1g1d,1HEC,A
1g1d,3RG3,A
1g1d,5CA2,A
1g1d,12CA,A
1g1d,3RGE,A
1g1d,2FNM,A
1g1d,9CA2,A
1g1d,1HED,A
1g1d,3M1Q,A
1g1d,1LG5,A
1g1d,1CVA,A
1g1d,1DCA,A
1g1d,6CA2,A
1g1d,1H9Q,A
1g1d,7CA2,A
1g1d,1CCS,A
1g1d,1CCT,A
1g1d,1HEB,A
1g1d,1CVC,A
1g1d,1CVE,A
1g1d,8CA2,A
1g1d,1CNB,A
1g1d,1HVA,A
1g1d,1CVD,A
1g1d,1CVH,A
1g1d,1CVF,A
1g1d,1CCU,A
1g1d,1FQL,A
2boh,7TPP,B
2boh,1C5M,D
6ey8,2K5B,A
6ey8,8B7I,A
6ey8,6GP4,A
6ey8,5J80,A
4mc2,1A30,A
4q8x,1CAN,A
4q8x,3MNJ,A
4q8x,1ZSA,A
4q8x,1CAK,A
4q8x,1UGD,A
4q8x,1CNH,A
4q8x,1UGF,A
4q8x,3MNH,A
4q8x,1CAJ,A
4q8x,1UGB,A
4q8x,3DVD,A
4q8x,1CAL,A
4q8x,2NXR,A
4q8x,1CAI,A
4q8x,1CNJ,A
4q8x,3DVC,A
4q8x,1G3Z,A
4q8x,3TVN,X
4q8x,1CNI,A
4q8x,1CNG,A
4q8x,1H9N,A
4q8x,5ZXW,A
4q8x,3MNI,A
4q8x,3MNK,A
4q8x,1TH9,A
4q8x,3RG4,A
4q8x,1TG3,A
4q8x,1UGE,A
4q8x,4YGJ,A
4q8x,3DV7,A
4q8x,1BIC,A
4q8x,4QK1,A
4q8x,3RLD,A
4q8x,1CNK,A
4q8x,1UGC,A
4q8x,1UGA,A
4q8x,3DVB,A
4q8x,2NWO,A
4q8x,2NWY,A
4q8x,1HEA,A
4q8x,1MUA,A
4q8x,1CA3,A
4q8x,1LZV,A
4q8x,1HEC,A
4q8x,2FNK,A
4q8x,12CA,A
4q8x,3RG3,A
4q8x,3RGE,A
4q8x,5CA2,A
4q8x,1HED,A
4q8x,1CVA,A
4q8x,1DCA,A
4q8x,1YO0,A
4q8x,6CA2,A
4q8x,9CA2,A
4q8x,1H9Q,A
4q8x,1LG5,A
4q8x,1CCT,A
4q8x,1HEB,A
4q8x,3M1Q,A
4q8x,1CCS,A
4q8x,1CVF,A
4q8x,1CCU,A
4q8x,7CA2,A
4q8x,1CVC,A
4q8x,1CVE,A
4q8x,8CA2,A
4q8x,1CNB,A
4q8x,1HVA,A
4q8x,1CVD,A
4q8x,1CVH,A
4q8x,1FQL,A
4q8x,2FNM,A
5fnr,2DYH,A
5fnr,1X2J,A
5fnr,7ECA,A
5e73,2E7O,A
1hk4,6JE7,A
1hk4,4K71,A
1hk4,1AO6,A
5o1h,2J1X,A
5o1h,1UOL,A
5a7b,2J1X,A
5a7b,1UOL,A
1g85,1OBP,A
4jzi,1EAW,A
4jzi,5LYO,A
2xxr,7KS0,B
5uez,2I8N,A
5jgq,1KEX,A
5jgq,4DEQ,A
5jgq,7O1N,A
5nau,1EEA,A
2qmg,1SGZ,A
5e2s,1CAN,A
5e2s,3MNJ,A
5e2s,1CAK,A
5e2s,1UGD,A
5e2s,2NXR,A
5e2s,3MNH,A
5e2s,1CAJ,A
5e2s,1UGF,A
5e2s,1UGB,A
5e2s,3DVD,A
5e2s,1CAL,A
5e2s,3MNI,A
5e2s,3MNK,A
5e2s,1TH9,A
5e2s,1TG3,A
5e2s,3DV7,A
5e2s,1CAI,A
5e2s,3DVC,A
5e2s,1G3Z,A
5e2s,3TVN,X
5e2s,1UGC,A
5e2s,1UGE,A
5e2s,4YGJ,A
5e2s,1UGA,A
5e2s,2NWO,A
5e2s,2NWY,A
5e2s,3DVB,A
5e2s,1BIC,A
5e2s,1ZSA,A
5e2s,1CNH,A
5e2s,2FNK,A
5e2s,1CNJ,A
5e2s,1CNG,A
5e2s,4QK1,A
5e2s,5ZXW,A
5e2s,3RG4,A
5e2s,1CNI,A
5e2s,1H9N,A
5e2s,3RLD,A
5e2s,1CNK,A
5e2s,1YO0,A
5e2s,1HEA,A
5e2s,1MUA,A
5e2s,1CA3,A
5e2s,1LZV,A
5e2s,1HEC,A
5e2s,3RG3,A
5e2s,5CA2,A
5e2s,12CA,A
5e2s,3RGE,A
5e2s,2FNM,A
5e2s,9CA2,A
5e2s,1HED,A
5e2s,3M1Q,A
5e2s,1LG5,A
5e2s,1CVA,A
5e2s,1DCA,A
5e2s,6CA2,A
5e2s,1H9Q,A
5e2s,7CA2,A
5e2s,1CCS,A
5e2s,1CCT,A
5e2s,1HEB,A
5e2s,1CVC,A
5e2s,1CVE,A
5e2s,8CA2,A
5e2s,1CNB,A
5e2s,1HVA,A
5e2s,1CVD,A
5e2s,1CVH,A
5e2s,1CVF,A
5e2s,1CCU,A
5e2s,1FQL,A
6g3v,1CRM,A
1lgt,1HAN,A
5owl,4MD7,E
5owl,4DGL,C
5owl,4MD8,E
5owl,4MD9,E
5owl,5ZN5,A
5owl,5ZN0,A
5owl,1NA7,A
5owl,5ZN4,A
5oqu,4MD7,E
5oqu,5ZN5,A
5oqu,4MD8,E
5oqu,4DGL,C
5oqu,1NA7,A
5oqu,4MD9,E
5oqu,5ZN0,A
1c4u,1DM4,B
4wt2,1Z1M,A
4wt2,2MPS,A
4n07,5KK2,A
3pcj,2PCD,M
3gdt,3GDR,A
3gdt,3GDK,A
3gdt,1DQW,A
3gdt,3GDM,A
3mdz,6G4T,A
1o2r,1BTP,A
1o2r,6MRQ,A
1o2r,1OPH,B
1o2r,3VEQ,B
1o2r,1TAW,A
1g7g,4QBE,A
1g7g,7KEN,A
1g7g,7L0C,A
1g7g,2F6F,A
1g7g,1PA1,A
1g7g,8EXK,A
1g7g,1I57,A
1g7g,6NTP,A
1g7g,3SME,A
1g7g,6CWU,A
1g7g,6CWV,A
1g7g,8U1E,A
1g7g,4BJO,A
1g7g,5KA4,A
1g7g,3ZV2,A
1g7g,3A5K,A
1m7i,1M71,A
1g4o,1G3Z,A
1g4o,1CAN,A
1g4o,3MNJ,A
1g4o,1CAK,A
1g4o,1UGD,A
1g4o,2NXR,A
1g4o,1CAJ,A
1g4o,1CAL,A
1g4o,1UGF,A
1g4o,3MNH,A
1g4o,1UGB,A
1g4o,3DVD,A
1g4o,3MNI,A
1g4o,3MNK,A
1g4o,1TH9,A
1g4o,1TG3,A
1g4o,1CAI,A
1g4o,3DVC,A
1g4o,3TVN,X
1g4o,1UGC,A
1g4o,1UGE,A
1g4o,4YGJ,A
1g4o,3DV7,A
1g4o,1BIC,A
1g4o,1UGA,A
1g4o,1ZSA,A
1g4o,2NWO,A
1g4o,2NWY,A
1g4o,3DVB,A
1g4o,1CNH,A
1g4o,2FNK,A
1g4o,1CNJ,A
1g4o,1CNI,A
